Source	Target	num_triplets	ENVs	SignPattern	Overlap	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_SP_OL_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV	presence_X	presence_Y	presence_X_AND_Y	presence_X_OR_Y	percentage_co_occurrence
bn_ASV_000378	bn_ASV_000431	1	ENV_Temp	0.000000	99.145299	0.503344	1.048336	0.544992	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	41	33	52	63.461538
bn_ASV_000378	bp_ASV_000059	3	ENV_Day_length_Hours_light;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000	100.000000;100.000000;100.000000	0.570821	0.856344;0.378868;0.986763	0.285523;-0.191953;0.415942	nan;0.614386;nan	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	70	43	71	60.563380
bn_ASV_000378	bn_ASV_000306	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.796052	0.023567;0.202283	-0.772485;-0.593769	0.009990;0.126873	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	40	38	46	82.608696
bn_ASV_000378	bn_ASV_000302	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.670135	0.416181;0.144006	-0.253954;-0.526130	0.871129;0.033966	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	41	37	48	77.083333
bn_ASV_000378	en_ASV_00472	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.449055	0.303656	-0.145398	0.769231	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	77	42	79	53.164557
bn_ASV_000378	en_ASV_00053	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.578210	0.981400;0.153233	0.403189;-0.424977	nan;0.020979	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	71	42	73	57.534247
bn_ASV_000378	bp_ASV_000081	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.435551	0.296335	-0.139216	0.749251	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	69	37	76	48.684211
bn_ASV_000378	bp_ASV_000039	3	ENV_Day_length_Hours_light;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000	100.000000;100.000000;100.000000	0.589939	0.430426;0.336222;0.099209	-0.159513;-0.253717;-0.490731	0.869131;0.643357;0.000999	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	68	42	70	60.000000
bn_ASV_000378	bp_ASV_000116	1	ENV_Temp	0.000000	100.000000	0.259945	0.006958	-0.252987	0.018981	1.000000	0.000000	1	0	0	0.000000	0.000000	0.000000	44	67	10	101	9.900990
bn_ASV_000378	ep_ASV_00019	2	ENV_SI;ENV_Temp	0.000000;0.000000	90.000000;100.000000	0.179126	0.180669;0.001891	0.001543;-0.177234	nan;0.032967	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;0.000000	0.000000	0.000000;0.000000	44	68	11	101	10.891089
bn_ASV_000378	bp_ASV_000063	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.288733	0.165659;0.024334	-0.123074;-0.264399	0.382617;0.183816	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	65	6	103	5.825243
bn_ASV_000378	ep_ASV_00215	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.426698	0.872384	0.445686	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	67	39	72	54.166667
bn_ASV_000378	en_ASV_00397	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.332596	0.381901	0.049305	nan	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	44	71	39	76	51.315789
bn_ASV_000378	en_ASV_00092	4	ENV_Day_length_Hours_light;ENV_SI;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000;0.000000	100.000000;90.000000;100.000000;100.000000	0.560542	0.467655;0.108645;0.365474;0.076348	-0.092887;-0.451897;-0.195068;-0.484194	0.834166;0.022977;0.644356;0.001998	3.000000;3.000000;3.000000;3.000000	1.000000;1.000000;1.000000;1.000000	0	0	4	1.000000;1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000;0.000000	44	69	44	69	63.768116
bn_ASV_000378	en_ASV_00547	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.466831	0.266260;0.090921	-0.200571;-0.375910	0.342657;0.001998	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	65	40	69	57.971014
bn_ASV_000378	bp_ASV_000102	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.617771	0.279198;0.215650	-0.338574;-0.402121	0.737263;0.028971	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	64	40	68	58.823529
bn_ASV_000378	bn_ASV_000252	3	ENV_Day_length_Hours_light;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000	100.000000;100.000000;98.333333	0.577091	0.229236;0.309147;0.256678	-0.347855;-0.267943;-0.320413	0.147852;0.635365;0.094905	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	48	41	51	80.392157
bn_ASV_000378	bn_ASV_000257	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.479856	0.131771	-0.348086	0.042957	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	44	39	33	50	66.000000
bn_ASV_000378	bn_ASV_000280	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.739479	0.268215;0.101052	-0.471264;-0.638427	0.678322;0.000999	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	41	39	46	84.782609
bn_ASV_000378	bn_ASV_000457	3	ENV_Day_length_Hours_light;ENV_SI;ENV_Temp	0.000000;0.000000;0.000000	100.000000;90.000000;100.000000	0.803486	0.906111;0.132170;0.100813	0.102625;-0.671316;-0.702673	nan;0.112887;0.503497	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	37	37	44	84.090909
bn_ASV_000378	bn_ASV_000425	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.502036	1.001690	0.499654	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	37	29	52	55.769231
bn_ASV_000378	ep_ASV_00018	3	ENV_Day_length_Hours_light;ENV_SI;ENV_Temp	0.000000;0.000000;0.000000	100.000000;90.000000;100.000000	0.601335	0.353580;0.155639;0.117220	-0.247755;-0.445697;-0.484115	0.792208;0.034965;0.000999	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	62	39	67	58.208955
bn_ASV_000378	bp_ASV_000142	1	ENV_Temp	0.000000	100.000000	0.227677	0.185530	-0.042147	0.659341	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	44	62	9	97	9.278351
bn_ASV_000378	en_ASV_00016	4	ENV_Day_length_Hours_light;ENV_SI;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000;0.000000	97.500000;90.000000;100.000000;100.000000	0.480804	0.558042;0.073228;0.289763;0.135315	0.077238;-0.407575;-0.191041;-0.345488	nan;0.020979;0.632368;0.007992	3.000000;3.000000;3.000000;2.000000	1.000000;1.000000;1.000000;1.000000	0	1	3	1.000000;1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000;0.000000	44	63	42	65	64.615385
bn_ASV_000378	ep_ASV_00029	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.419361	0.482566;0.116215	0.063204;-0.303146	nan;0.009990	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	60	40	64	62.500000
bn_ASV_000378	bn_ASV_000298	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.456266	0.039849	-0.416417	0.024975	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	38	32	50	64.000000
bn_ASV_000378	ep_ASV_00032	1	ENV_Temp	0.000000	100.000000	0.373537	0.054386	-0.319151	0.001998	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	44	63	39	68	57.352941
bn_ASV_000378	bp_ASV_000156	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	95.833333;100.000000	0.286312	0.141269;0.146066	-0.145043;-0.140246	0.518482;0.810190	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	59	6	97	6.185567
bn_ASV_000378	bp_ASV_000230	1	ENV_Temp	0.000000	100.000000	0.425132	0.307295	-0.117837	0.126873	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	44	58	37	65	56.923077
bn_ASV_000378	bn_ASV_000294	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.640079	0.021767	-0.618312	0.017982	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	35	33	46	71.739130
bn_ASV_000378	en_ASV_00751	1	ENV_Day_length_Hours_light	0.000000	97.115385	0.424025	0.388759	-0.035266	0.889111	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	60	35	69	50.724638
bn_ASV_000378	bp_ASV_000210	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.380875	0.349352;0.062450	-0.031523;-0.318425	0.796204;0.000999	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	56	37	63	58.730159
bn_ASV_000378	ep_ASV_00213	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.561292	0.880448	0.319156	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	62	36	70	51.428571
bn_ASV_000378	en_ASV_00636	3	ENV_Day_length_Hours_light;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000	100.000000;100.000000;100.000000	0.622714	0.268706;0.345265;0.134281	-0.354008;-0.277448;-0.488433	0.766234;0.658342;0.000999	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	56	42	58	72.413793
bn_ASV_000378	bn_ASV_000528	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.568312	1.025982;0.215174	0.457669;-0.353139	nan;0.194805	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	35	33	46	71.739130
bn_ASV_000378	en_ASV_00366	1	ENV_Temp	0.000000	100.000000	0.439108	0.275689	-0.163419	0.123876	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	52	34	62	54.838710
bn_ASV_000378	bp_ASV_000244	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;99.122807	0.506017	0.922041;0.191612	0.416024;-0.314405	nan;0.334665	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	44	51	36	59	61.016949
bn_ASV_000378	bp_ASV_000213	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.645042	0.256280;0.120770	-0.388762;-0.524272	0.232767;0.001998	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	51	40	55	72.727273
bn_ASV_000378	bp_ASV_000304	1	ENV_Temp	0.000000	100.000000	0.429080	0.152701	-0.276379	0.056943	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	51	33	62	53.225806
bn_ASV_000378	bn_ASV_000320	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.551088	0.215584	-0.335504	0.674326	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	37	31	50	62.000000
bn_ASV_000378	ep_ASV_00081	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.408357	0.471165;0.108746	0.062808;-0.299611	nan;0.000999	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	51	36	59	61.016949
bn_ASV_000378	ep_ASV_00127	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.521994	0.930818	0.408825	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	58	38	64	59.375000
bn_ASV_000378	en_ASV_00059	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.194324	0.006114;-0.024334	-0.188210;-0.218658	0.187812;0.006993	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;0.000000	0.000000	0.000000;0.000000	44	52	5	91	5.494505
bn_ASV_000378	bn_ASV_000476	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;99.159664	0.580270	0.880582;0.061015	0.300312;-0.519256	nan;0.041958	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	33	32	45	71.111111
bn_ASV_000378	en_ASV_00983	3	ENV_Day_length_Hours_light;ENV_SI;ENV_Temp	0.000000;0.000000;0.000000	100.000000;91.525424;100.000000	0.562522	0.234495;0.208485;0.246834	-0.328027;-0.354037;-0.315688	0.315684;0.526474;0.264735	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	55	40	59	67.796610
bn_ASV_000378	bp_ASV_000308	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.331343	0.298811;0.109340	-0.032532;-0.222002	0.677323;0.007992	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;0.000000	0.000000	0.000000;0.000000	44	49	36	57	63.157895
bn_ASV_000378	bn_ASV_000409	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.454229	0.027689	-0.426540	0.175824	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	30	26	48	54.166667
bn_ASV_000378	bn_ASV_000720	1	ENV_Temp	0.000000	99.159664	0.535133	0.064057	-0.471075	0.224775	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	30	29	45	64.444444
bn_ASV_000378	en_ASV_00683	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.575215	0.188728;0.311267	-0.386487;-0.263948	0.190809;0.341658	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	49	39	54	72.222222
bn_ASV_000378	en_ASV_00504	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.425926	0.161865	-0.264061	0.596404	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	48	33	59	55.932203
bn_ASV_000378	bp_ASV_000170	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.682612	0.177927;0.188414	-0.504684;-0.494198	0.126873;0.164835	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	48	40	52	76.923077
bn_ASV_000378	bp_ASV_000113	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.440582	0.065972	-0.374610	0.057942	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	44	48	35	57	61.403509
bn_ASV_000378	bp_ASV_000311	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.471388	0.152539	-0.318850	0.151848	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	44	48	34	58	58.620690
bn_ASV_000378	bn_ASV_000814	1	ENV_Temp	0.000000	100.000000	0.547617	0.045569	-0.502048	0.078921	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	31	30	45	66.666667
bn_ASV_000378	bn_ASV_000510	3	ENV_SI;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000	89.166667;100.000000;98.333333	0.606265	0.122854;0.282868;0.014781	-0.483411;-0.323397;-0.591485	0.120879;0.924076;0.165834	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	33	31	46	67.391304
bn_ASV_000378	en_ASV_00570	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.638653	1.101781;0.201288	0.463127;-0.437365	nan;0.014985	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	51	42	53	79.245283
bn_ASV_000378	en_ASV_01063	2	ENV_NO3;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.437578	0.510407;0.188129	0.072829;-0.249449	nan;0.052947	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	55	38	61	62.295082
bn_ASV_000378	en_ASV_00715	3	ENV_Day_length_Hours_light;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000	98.319328;100.000000;100.000000	0.628112	0.877656;0.358005;1.140009	0.249544;-0.270106;0.511897	nan;0.765235;nan	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	48	39	53	73.584906
bn_ASV_000378	bn_ASV_000479	1	ENV_Temp	0.000000	100.000000	0.525623	0.036256	-0.489367	0.063936	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	31	30	45	66.666667
bn_ASV_000378	ep_ASV_00084	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.586404	0.909549;-0.011971	0.323144;-0.598376	nan;0.001998	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	47	37	54	68.518519
bn_ASV_000378	ep_ASV_00317	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.486532	0.357062	-0.129470	0.750250	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	52	35	61	57.377049
bn_ASV_000378	en_ASV_00248	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.262321	0.017312;0.024334	-0.245009;-0.237987	0.418581;0.549451	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	48	0	92	0.000000
bn_ASV_000378	en_ASV_00583	3	ENV_SI;ENV_NO3;ENV_Temp	0.000000;0.000000;0.000000	89.915966;100.000000;100.000000	0.608242	0.179201;0.229599;0.093088	-0.429041;-0.378643;-0.515154	0.293706;0.462537;0.002997	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	49	36	57	63.157895
bn_ASV_000378	bp_ASV_000398	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.354908	0.412419;0.188210	0.057511;-0.166698	nan;0.019980	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;0.000000	0.000000	0.000000;0.000000	44	46	35	55	63.636364
bn_ASV_000378	bp_ASV_000348	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.516447	0.232597;0.077914	-0.283850;-0.438533	0.678322;0.032967	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	46	32	58	55.172414
bn_ASV_000378	bn_ASV_000652	1	ENV_Temp	0.000000	99.137931	0.489604	0.015679	-0.473925	0.209790	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	31	26	49	53.061224
bn_ASV_000378	bn_ASV_000484	1	ENV_Temp	0.000000	100.000000	0.408706	0.149858	-0.258848	0.008991	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	40	31	53	58.490566
bn_ASV_000378	bn_ASV_000596	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.625451	0.139753;0.097724	-0.485698;-0.527727	0.141858;0.007992	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	31	31	44	70.454545
bn_ASV_000378	ep_ASV_00070	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.628159	1.093251;0.184204	0.465092;-0.443955	nan;0.067932	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	46	39	51	76.470588
bn_ASV_000378	en_ASV_00327	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.219921	-0.032778;0.009464	-0.252698;-0.210457	0.324675;0.562438	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	50	2	92	2.173913
bn_ASV_000378	en_ASV_01180	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.604612	0.148653;-0.009675	-0.455959;-0.614287	0.793207;0.060939	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	47	35	56	62.500000
bn_ASV_000378	bn_ASV_000717	1	ENV_Temp	0.000000	98.319328	0.513817	0.069718	-0.444099	0.112887	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	34	31	47	65.957447
bn_ASV_000378	ep_ASV_00040	1	ENV_Temp	0.000000	100.000000	0.307608	0.131332	-0.176276	0.070929	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	44	45	29	60	48.333333
bn_ASV_000378	ep_ASV_00288	1	ENV_Temp	0.000000	100.000000	0.249566	0.186529	-0.063037	0.697303	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	44	51	2	93	2.150538
bn_ASV_000378	bp_ASV_000367	3	ENV_Day_length_Hours_light;ENV_SI;ENV_Temp	0.000000;0.000000;0.000000	100.000000;90.000000;100.000000	0.529631	0.948899;0.178674;0.174662	0.419268;-0.350957;-0.354969	nan;0.052947;0.034965	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	43	35	52	67.307692
bn_ASV_000378	bp_ASV_000402	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;99.145299	0.414213	1.058990;0.191123	0.644777;-0.223090	nan;0.113886	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	43	32	55	58.181818
bn_ASV_000378	ep_ASV_00246	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;96.666667	0.667132	0.444046;0.122170	-0.223086;-0.544962	0.915085;0.014985	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	43	36	51	70.588235
bn_ASV_000378	ep_ASV_00264	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.326399	0.546336;0.246446	0.219937;-0.079953	nan;0.377622	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	44	32	56	57.142857
bn_ASV_000378	bp_ASV_000222	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;82.500000	0.470286	0.410584;0.290922	-0.059702;-0.179364	0.748252;0.089910	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	42	35	51	68.627451
bn_ASV_000378	ep_ASV_00350	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.296021	0.251092;0.232464	-0.044929;-0.063557	0.512488;0.321678	1.000000;2.000000	0.000000;1.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	44	46	32	58	55.172414
bn_ASV_000378	en_ASV_00879	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.670267	1.106190;0.114832	0.435922;-0.555435	nan;0.015984	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	41	37	48	77.083333
bn_ASV_000378	bp_ASV_000271	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;96.666667	0.603163	0.168768;0.108796	-0.434395;-0.494367	0.328671;0.163836	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	41	35	50	70.000000
bn_ASV_000378	ep_ASV_00364	1	ENV_Temp	0.000000	100.000000	0.453645	0.084552	-0.369093	0.027972	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	41	30	55	54.545455
bn_ASV_000378	en_ASV_01073	1	ENV_Day_length_Hours_light	0.000000	94.117647	0.498103	1.095797	0.597694	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	44	44	36	52	69.230769
bn_ASV_000378	en_ASV_00406	3	ENV_Day_length_Hours_light;ENV_SI;ENV_Temp	0.000000;0.000000;0.000000	100.000000;90.000000;100.000000	0.627109	0.828835;0.150096;0.069609	0.201726;-0.477013;-0.557500	nan;0.260739;0.121878	3.000000;3.000000;3.000000	1.000000;1.000000;1.000000	0	0	3	1.000000;1.000000;1.000000	0.000000	0.000000;0.000000;0.000000	44	39	34	49	69.387755
bn_ASV_000378	bp_ASV_000306	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.535678	0.220786;0.957591	-0.314892;0.421913	0.915085;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	39	33	50	66.000000
bn_ASV_000378	bp_ASV_000279	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.553364	1.160472;0.036121	0.607108;-0.517242	nan;0.001998	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	39	33	50	66.000000
bn_ASV_000378	bp_ASV_000462	2	ENV_SI;ENV_Temp	0.000000;0.000000	83.333333;81.666667	0.507966	0.082316;0.021693	-0.425650;-0.486274	0.039960;0.000999	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	39	30	53	56.603774
bn_ASV_000378	bp_ASV_000406	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.380452	0.190622	-0.189830	0.672328	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	44	38	28	54	51.851852
bn_ASV_000378	bp_ASV_000302	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.559562	0.020773;0.042733	-0.538789;-0.516829	0.254745;0.152847	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	44	38	33	49	67.346939
