Source	Target	num_triplets	ENVs	SignPattern	Overlap	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_SP_OL_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV	presence_X	presence_Y	presence_X_AND_Y	presence_X_OR_Y	percentage_co_occurrence
ep_ASV_00126	bn_ASV_000257	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.425332	0.227103	-0.198229	0.047952	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	39	32	62	51.612903
ep_ASV_00126	bn_ASV_000280	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.483407	0.303083;0.296145	-0.180324;-0.187262	0.586414;0.187812	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	41	36	60	60.000000
ep_ASV_00126	bn_ASV_000457	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.513150	0.249532;0.092570	-0.263619;-0.420580	0.867133;0.631369	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	37	33	59	55.932203
ep_ASV_00126	bp_ASV_000073	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.656092	0.249577;0.426857	-0.406515;-0.229235	0.026973;0.169830	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	63	50	68	73.529412
ep_ASV_00126	bn_ASV_000415	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.413490	0.283620;0.232034	-0.129870;-0.181456	0.437562;0.255744	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	36	31	60	51.666667
ep_ASV_00126	bn_ASV_000425	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.414421	0.503532	0.089111	nan	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	37	29	63	46.031746
ep_ASV_00126	ep_ASV_00018	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.609022	0.217484;0.224358	-0.391537;-0.384663	0.008991;0.020979	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	62	50	67	74.626866
ep_ASV_00126	bp_ASV_000117	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	93.333333;100.000000	0.257807	0.467388;0.088628	0.209581;-0.169179	nan;0.344655	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	62	13	104	12.500000
ep_ASV_00126	bp_ASV_000142	1	ENV_Temp	0.000000	100.000000	0.254222	0.062955	-0.191267	0.174825	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	62	13	104	12.500000
ep_ASV_00126	en_ASV_00016	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.371324	0.215231;0.322158	-0.156093;-0.049166	0.077922;0.148851	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	63	48	70	68.571429
ep_ASV_00126	bp_ASV_000219	1	ENV_Temp	0.000000	100.000000	0.285680	0.132383	-0.153297	0.376623	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	61	13	103	12.621359
ep_ASV_00126	bn_ASV_000378	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.582093	0.341232;0.133249	-0.240861;-0.448844	0.611389;0.013986	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	44	39	60	65.000000
ep_ASV_00126	ep_ASV_00029	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.425875	0.280989;0.406753	-0.144886;-0.019122	0.092907;0.392607	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	60	49	66	74.242424
ep_ASV_00126	bn_ASV_000298	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.383317	0.139089	-0.244228	0.010989	1.000000	0.000000	1	0	0	0.000000	0.000000	0.000000	55	38	32	61	52.459016
ep_ASV_00126	ep_ASV_00032	1	ENV_Temp	0.000000	100.000000	0.392778	0.242085	-0.150693	0.089910	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	63	46	72	63.888889
ep_ASV_00126	bp_ASV_000156	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	95.833333;100.000000	0.344922	0.035227;0.096724	-0.309694;-0.248198	0.003996;0.437562	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	59	10	104	9.615385
ep_ASV_00126	bp_ASV_000043	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	95.833333;100.000000	0.327750	0.056528;0.022195	-0.271222;-0.305555	0.099900;0.129870	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	58	7	106	6.603774
ep_ASV_00126	bp_ASV_000230	1	ENV_Temp	0.000000	100.000000	0.432030	0.458918	0.026888	nan	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	58	46	67	68.656716
ep_ASV_00126	bp_ASV_000044	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	94.117647;100.000000	0.327533	0.065142;0.060406	-0.262391;-0.267127	0.058941;0.234765	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	58	9	104	8.653846
ep_ASV_00126	bn_ASV_000540	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.439750	0.367457;0.292664	-0.072293;-0.147086	0.502498;0.055944	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	43	36	62	58.064516
ep_ASV_00126	bn_ASV_000294	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.480958	0.071277	-0.409681	0.009990	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	35	29	61	47.540984
ep_ASV_00126	bn_ASV_000118	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.364473	0.212904	-0.151569	0.051948	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	44	35	64	54.687500
ep_ASV_00126	bp_ASV_000210	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.391313	0.231997;0.217006	-0.159316;-0.174308	0.005994;0.025974	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;0.000000	0.000000	0.000000;0.000000	55	56	44	67	65.671642
ep_ASV_00126	ep_ASV_00213	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.558207	0.194046	-0.364161	0.051948	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	62	45	72	62.500000
ep_ASV_00126	bn_ASV_000347	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.554309	0.390146;0.108572	-0.164163;-0.445737	0.675325;0.052947	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	41	37	59	62.711864
ep_ASV_00126	bn_ASV_000458	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.419665	0.142351;-0.006448	-0.277314;-0.426113	0.484515;0.048951	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	34	29	60	48.333333
ep_ASV_00126	en_ASV_00636	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.406244	0.309131;0.318386	-0.097112;-0.087857	0.204795;0.148851	1.000000;3.000000	0.000000;1.000000	1	0	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	56	42	69	60.869565
ep_ASV_00126	bp_ASV_000054	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.337981	0.029010;0.018311	-0.308972;-0.319671	0.005994;0.038961	1.000000;1.000000	0.000000;0.000000	2	0	0	0.000000;0.000000	0.000000	0.000000;0.000000	55	54	7	102	6.862745
ep_ASV_00126	bn_ASV_000528	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.487081	0.268328;0.651058	-0.218753;0.163977	0.484515;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	35	32	58	55.172414
ep_ASV_00126	ep_ASV_00338	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.457627	0.306134	-0.151493	0.159840	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	58	42	71	59.154930
ep_ASV_00126	en_ASV_00766	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.426396	0.302345;0.473469	-0.124051;0.047073	0.105894;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	57	42	70	60.000000
ep_ASV_00126	bp_ASV_000193	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.666579	0.243854;0.420263	-0.422726;-0.246316	0.027972;0.373626	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	53	47	61	77.049180
ep_ASV_00126	bn_ASV_000268	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.470982	0.170531;0.305873	-0.300451;-0.165109	0.029970;0.369630	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	39	35	59	59.322034
ep_ASV_00126	bn_ASV_000440	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.436940	0.041777	-0.395163	0.022977	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	26	24	57	42.105263
ep_ASV_00126	en_ASV_00140	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.495655	0.286282;0.224497	-0.209372;-0.271158	0.144855;0.032967	3.000000;2.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	52	44	63	69.841270
ep_ASV_00126	bp_ASV_000334	1	ENV_Temp	0.000000	100.000000	0.505709	0.214607	-0.291102	0.062937	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	52	42	65	64.615385
ep_ASV_00126	en_ASV_01234	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.473454	0.289622;0.584447	-0.183831;0.110993	0.230769;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	56	41	70	58.571429
ep_ASV_00126	bp_ASV_000244	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;97.413793	0.504229	0.187223;0.294642	-0.317006;-0.209587	0.198801;0.486513	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	51	41	65	63.076923
ep_ASV_00126	bp_ASV_000064	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.372654	0.000000	-0.372654	0.023976	1.000000	0.000000	1	0	0	0.000000	0.000000	0.000000	55	51	1	105	0.952381
ep_ASV_00126	bp_ASV_000213	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.659063	0.355024;0.285851	-0.304040;-0.373212	0.114885;0.073926	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	51	46	60	76.666667
ep_ASV_00126	bp_ASV_000304	1	ENV_Temp	0.000000	100.000000	0.463249	0.285329	-0.177920	0.103896	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	51	41	65	63.076923
ep_ASV_00126	bn_ASV_000320	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.514159	0.124381	-0.389778	0.185814	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	37	31	61	50.819672
ep_ASV_00126	bn_ASV_000525	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	88.235294;100.000000	0.398370	0.155371;0.604201	-0.242998;0.205831	0.307692;nan	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	26	23	58	39.655172
ep_ASV_00126	ep_ASV_00008	1	ENV_Temp	0.000000	100.000000	0.265797	0.036284	-0.229514	0.473526	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	52	6	101	5.940594
ep_ASV_00126	ep_ASV_00081	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.505825	0.330337;0.304834	-0.175488;-0.200991	0.072927;0.037962	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	51	45	61	73.770492
ep_ASV_00126	ep_ASV_00127	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.532054	0.261062	-0.270992	0.059940	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	58	46	67	68.656716
ep_ASV_00126	en_ASV_00727	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.450522	0.213772;0.501655	-0.236750;0.051133	0.023976;nan	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	56	43	68	63.235294
ep_ASV_00126	en_ASV_00059	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.243102	0.042580;-0.014808	-0.200523;-0.257910	0.173826;0.026973	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;0.000000	0.000000	0.000000;0.000000	55	52	7	100	7.000000
ep_ASV_00126	bn_ASV_000476	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.396356	0.155657;0.108597	-0.240699;-0.287760	0.155844;0.151848	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	33	29	59	49.152542
ep_ASV_00126	bn_ASV_000176	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.495009	0.204421	-0.290588	0.705295	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	32	28	59	47.457627
ep_ASV_00126	ep_ASV_00056	1	ENV_Temp	0.000000	100.000000	0.442945	0.228286	-0.214659	0.035964	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	52	41	66	62.121212
ep_ASV_00126	en_ASV_00983	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.556807	0.178312;0.476281	-0.378496;-0.080527	0.007992;0.507493	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	55	43	67	64.179104
ep_ASV_00126	bp_ASV_000308	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.282801	0.314633;0.184327	0.031832;-0.098474	nan;0.019980	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;0.000000	0.000000	0.000000;0.000000	55	49	39	65	60.000000
ep_ASV_00126	bn_ASV_000409	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.395916	0.230051	-0.165866	0.682318	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	30	25	60	41.666667
ep_ASV_00126	bn_ASV_000573	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.201016	0.176718	-0.024298	0.302697	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	29	25	59	42.372881
ep_ASV_00126	bn_ASV_000720	1	ENV_Temp	0.000000	100.000000	0.433288	0.091166	-0.342122	0.356643	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	30	28	57	49.122807
ep_ASV_00126	bn_ASV_000446	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.398208	0.264435	-0.133773	0.753247	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	23	21	57	36.842105
ep_ASV_00126	en_ASV_00683	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.428580	0.197435;0.428115	-0.231145;-0.000465	0.077922;0.735265	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	49	37	67	55.223881
ep_ASV_00126	bp_ASV_000170	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.628539	0.217815;0.285132	-0.410724;-0.343407	0.118881;0.215784	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	48	44	59	74.576271
ep_ASV_00126	bp_ASV_000113	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.464589	0.162779	-0.301811	0.008991	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	48	40	63	63.492063
ep_ASV_00126	bp_ASV_000232	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.478725	0.347619;0.474251	-0.131107;-0.004475	0.166833;0.530470	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	48	42	61	68.852459
ep_ASV_00126	bp_ASV_000311	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.477539	0.247678	-0.229861	0.290709	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	48	38	65	58.461538
ep_ASV_00126	bn_ASV_000437	1	ENV_Temp	0.000000	100.000000	0.413548	0.047207	-0.366341	0.053946	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	32	29	58	50.000000
ep_ASV_00126	en_ASV_00570	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.452097	0.321095;0.398360	-0.131002;-0.053737	0.147852;0.233766	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	51	40	66	60.606061
ep_ASV_00126	en_ASV_00110	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	95.689655;100.000000	0.270536	0.000000;-0.014808	-0.270536;-0.285344	0.021978;0.115884	1.000000;1.000000	0.000000;0.000000	2	0	0	0.000000;1.000000	0.000000	0.000000;0.000000	55	47	3	99	3.030303
ep_ASV_00126	en_ASV_01063	1	ENV_Temp	0.000000	100.000000	0.432155	0.409719	-0.022436	0.279720	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	55	40	70	57.142857
ep_ASV_00126	en_ASV_00696	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.449775	0.164213;0.357685	-0.285561;-0.092089	0.028971;0.251748	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	51	40	66	60.606061
ep_ASV_00126	en_ASV_00715	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.505508	0.178121;0.330901	-0.327386;-0.174607	0.022977;0.199800	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	48	41	62	66.129032
ep_ASV_00126	bp_ASV_000474	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.421363	0.148653	-0.272710	0.301698	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	47	34	68	50.000000
ep_ASV_00126	bn_ASV_000479	1	ENV_Temp	0.000000	100.000000	0.378159	0.133609	-0.244550	0.261738	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	31	28	58	48.275862
ep_ASV_00126	ep_ASV_00084	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.571245	0.254076;0.083990	-0.317169;-0.487255	0.218781;0.014985	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	47	44	58	75.862069
ep_ASV_00126	ep_ASV_00317	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.548086	0.207249	-0.340837	0.024975	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	52	44	63	69.841270
ep_ASV_00126	en_ASV_00248	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.268651	0.033594;0.041006	-0.235057;-0.227644	0.010989;0.350649	1.000000;1.000000	0.000000;0.000000	2	0	0	0.000000;1.000000	0.000000	0.000000;0.000000	55	48	6	97	6.185567
ep_ASV_00126	bp_ASV_000398	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.368012	0.301313;0.359537	-0.066699;-0.008475	0.214785;0.168831	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	46	40	61	65.573770
ep_ASV_00126	bp_ASV_000135	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.585810	0.235375	-0.350435	0.037962	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	46	41	60	68.333333
ep_ASV_00126	bp_ASV_000348	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.484336	0.137693;0.147920	-0.346643;-0.336416	0.232767;0.051948	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	46	37	64	57.812500
ep_ASV_00126	bn_ASV_000596	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.423225	0.256870;0.108284	-0.166355;-0.314941	0.284715;0.033966	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	31	29	57	50.877193
ep_ASV_00126	ep_ASV_00070	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.601950	0.357436;0.544180	-0.244514;-0.057770	0.257742;0.613387	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	46	43	58	74.137931
ep_ASV_00126	ep_ASV_00152	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.429064	0.296963	-0.132101	0.445554	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	47	34	68	50.000000
ep_ASV_00126	bp_ASV_000226	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.557798	0.374683;0.193969	-0.183115;-0.363829	0.183816;0.044955	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	45	40	60	66.666667
ep_ASV_00126	bp_ASV_000290	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.588820	0.329225;0.266499	-0.259595;-0.322321	0.377622;0.230769	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	45	41	59	69.491525
ep_ASV_00126	ep_ASV_00087	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.351315	0.225567	-0.125747	0.065934	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	44	39	60	65.000000
ep_ASV_00126	ep_ASV_00172	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.218850	0.050114	-0.168736	0.144855	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	50	8	97	8.247423
ep_ASV_00126	ep_ASV_00453	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.440419	0.222736;0.609161	-0.217683;0.168742	0.010989;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	50	43	62	69.354839
ep_ASV_00126	en_ASV_00327	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.257545	0.034474;-0.000719	-0.223071;-0.258264	0.273726;0.441558	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	50	4	101	3.960396
ep_ASV_00126	en_ASV_00672	1	ENV_Temp	0.000000	100.000000	0.323451	0.388520	0.065069	nan	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	49	36	68	52.941176
ep_ASV_00126	en_ASV_01180	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.489027	0.214740;0.158216	-0.274287;-0.330812	0.692308;0.555445	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	47	35	67	52.238806
ep_ASV_00126	bp_ASV_000361	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.464186	0.287991	-0.176195	0.467532	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	44	36	63	57.142857
ep_ASV_00126	bn_ASV_000717	1	ENV_Temp	0.000000	100.000000	0.396416	0.049585	-0.346831	0.058941	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	34	30	59	50.847458
ep_ASV_00126	ep_ASV_00040	1	ENV_Temp	0.000000	100.000000	0.400442	0.415516	0.015074	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	45	38	62	61.290323
ep_ASV_00126	ep_ASV_00288	1	ENV_Temp	0.000000	100.000000	0.277458	0.053182	-0.224275	0.443556	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	51	6	100	6.000000
ep_ASV_00126	bp_ASV_000367	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.494277	0.276093;0.558833	-0.218184;0.064556	0.127872;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	43	38	60	63.333333
ep_ASV_00126	bp_ASV_000402	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;97.478992	0.457271	0.455562;0.285238	-0.001709;-0.172033	0.703297;0.160839	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	43	37	61	60.655738
