Source	Target	association_score	num_Triplets	percentage_co_occurrence
ASV_74_16S_022_3	ASV_574_16S_022_3	0.552788297931898	0	92.857143
ASV_137_16S_022_3	ASV_574_16S_022_3	0.812192829240289	0	76.923077
ASV_340_16S_022_3	ASV_574_16S_022_3	0.793639972857327	0	100.000000
ASV_333_16S_022_3	ASV_575_16S_022_3	0.629484951496124	0	50.000000
ASV_294_16S_022_3	ASV_576_16S_022_3	0.522653579711914	0	80.000000
ASV_207_16S_022_3	ASV_579_16S_022_3	0.786190330982208	0	90.000000
ASV_154_16S_022_3	ASV_582_16S_022_3	0.896047928836906	0	100.000000
ASV_269_16S_022_3	ASV_582_16S_022_3	0.841460466384888	0	100.000000
ASV_490_16S_022_3	ASV_582_16S_022_3	0.664952332752629	0	100.000000
ASV_495_16S_022_3	ASV_587_16S_022_3	0.997798465880844	0	100.000000
ASV_268_16S_022_3	ASV_596_16S_022_3	0.601203092528356	0	87.500000
ASV_129_16S_022_3	ASV_605_16S_022_3	0.59452711846925	0	94.444444
ASV_578_16S_022_3	ASV_605_16S_022_3	0.554299473762512	0	72.222222
ASV_556_16S_022_3	ASV_612_16S_022_3	0.618597200910426	0	90.000000
ASV_103_16S_022_3	ASV_615_16S_022_3	0.522589325904846	0	85.714286
ASV_387_16S_022_3	ASV_615_16S_022_3	0.888782476164145	0	100.000000
ASV_304_16S_022_3	ASV_622_16S_022_3	0.534363031387329	0	50.000000
ASV_61_16S_022_3	ASV_621_16S_022_3	0.92967814207077	0	83.333333
ASV_300_16S_022_3	ASV_632_16S_022_3	0.768756151199341	0	100.000000
ASV_340_16S_022_3	ASV_633_16S_022_3	0.819142614643077	0	81.250000
ASV_552_16S_022_3	ASV_636_16S_022_3	0.628905801858927	0	77.777778
ASV_124_16S_022_3	ASV_640_16S_022_3	0.778827095835761	0	100.000000
ASV_411_16S_022_3	ASV_640_16S_022_3	0.579762399196625	0	90.909091
ASV_455_16S_022_3	ASV_640_16S_022_3	0.55567	0	90.909091
ASV_596_16S_022_3	ASV_640_16S_022_3	0.58605	0	80.000000
ASV_206_16S_022_3	ASV_641_16S_022_3	0.722919821739197	0	94.117647
ASV_234_16S_022_3	ASV_641_16S_022_3	0.918987996285235	0	94.444444
ASV_259_16S_022_3	ASV_644_16S_022_3	0.538601160049438	0	83.333333
ASV_643_16S_022_3	ASV_644_16S_022_3	0.867237998513598	0	83.333333
ASV_66_16S_022_3	ASV_647_16S_022_3	0.571135572542995	0	91.666667
ASV_281_16S_022_3	ASV_647_16S_022_3	0.555522527662224	0	84.615385
