Source	Target	Weight	MutualInformation	num_Triplets	percentage_co_occurrence	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822
OTU_4268_18S_022_3	OTU_1228_18S_3_200	0.5442	0.593841	0	80	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4268_18S_022_3	OTU_2083_18S_3_200	0.797758211314714	0.676865	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4268_18S_022_3	OTU_2550_18S_3_200	-0.631278932094574	0.593841	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4268_18S_022_3	OTU_7002_18S_022_3	0.705580830574036	0.616591	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_427_18S_022_3	ASV_345_16S_3_200	0.734880910935928	0.565683	0	72.222222	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0
OTU_427_18S_022_3	OTU_475_18S_022_3	0.600733526186571	0.583416	0	69.230769	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
OTU_4296_18S_022_3	OTU_1236_18S_3_200	0.994864761829376	0.616591	0	100	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_434_18S_022_3	OTU_872_18S_022_3	0.744813419550214	0.559457	0	72.727273	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_434_18S_022_3	OTU_942_18S_022_3	0.612125217914581	0.702755	0	72.727273	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_434_18S_3_200	OTU_1519_18S_3_200	0.645135939121246	0.701571	0	83.333333	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
OTU_434_18S_3_200	OTU_895_18S_3_200	0.583348493889282	0.558196	0	80	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_438_18S_022_3	OTU_3817_18S_3_200	-0.826010704040527	0.379109	0	13.636364	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_438_18S_022_3	OTU_6689_18S_3_200	-0.565845908257719	0.327563	0	18.181818	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_438_18S_3_200	OTU_1121_18S_3_200	0.653095006942749	0.54829	0	86.666667	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1
OTU_438_18S_3_200	OTU_1475_18S_3_200	0.706563770771027	0.54829	0	80	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1
OTU_439_18S_022_3	OTU_1768_18S_022_3	0.646946132183075	0.524708	0	83.333333	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1
OTU_440_18S_3_200	OTU_3022_18S_3_200	0.766531948499847	0.422865	0	55.555556	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_440_18S_3_200	OTU_602_18S_3_200	0.559194684028625	0.435382	0	72.727273	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1
OTU_441_18S_3_200	OTU_3669_18S_3_200	0.709329545497894	0.603686	0	71.428571	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_441_18S_3_200	OTU_895_18S_3_200	0.740842640399933	0.640815	0	87.5	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_442_18S_3_200	OTU_2651_18S_3_200	0.546413123607635	0.608745	0	80	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_443_18S_022_3	OTU_1211_18S_022_3	0.623600283171056	0.690586	0	87.5	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_443_18S_022_3	OTU_2698_18S_022_3	0.68926	0.708769	0	85.714286	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_443_18S_022_3	OTU_823_18S_3_200	0.621407389640808	0.686019	0	85.714286	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_443_18S_022_3	OTU_947_18S_3_200	0.870616436004639	0.7251	0	100	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_443_18S_3_200	OTU_1043_18S_3_200	0.687933683395386	0.740278	0	88.888889	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_4430_18S_022_3	OTU_1925_18S_3_200	-0.75777804851532	0.533567	0	57.142857	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU_444_18S_022_3	ASV_1350_16S_3_200	0.744740603715564	0.41302	0	57.142857	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_444_18S_022_3	ASV_17_16S_3_200	0.579505264759064	0.450544	0	66.666667	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_444_18S_022_3	OTU_2684_18S_022_3	0.535470774743187	0.342902	0	60	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_444_18S_022_3	OTU_3892_18S_022_3	0.854177731925043	0.533567	0	80	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_444_18S_022_3	OTU_5463_18S_022_3	0.796002864837646	0.533567	0	80	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4442_18S_022_3	OTU_2986_18S_3_200	0.545417666435242	0.508949	0	60	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4442_18S_022_3	OTU_6018_18S_022_3	0.720549748248955	0.616591	0	100	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4442_18S_022_3	OTU_6694_18S_022_3	0.87515985781188	0.593841	0	100	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_446_18S_3_200	OTU_1833_18S_3_200	0.628197951573633	0.698562	0	92.307692	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0
OTU_446_18S_3_200	OTU_528_18S_3_200	0.563592195510864	0.603774	0	83.333333	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0
OTU_446_18S_3_200	OTU_789_18S_3_200	0.5461594526662	0.509323	0	76.923077	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OTU_447_18S_022_3	OTU_3442_18S_022_3	-0.786292214096449	0.293864	0	14.285714	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_450_18S_022_3	OTU_554_18S_022_3	0.785448957770696	0.596981	0	72.727273	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0
OTU_451_18S_022_3	OTU_1417_18S_022_3	0.80305427312851	0.765857	0	100	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_451_18S_022_3	OTU_1841_18S_022_3	0.533251130332489	0.669502	0	88.888889	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_451_18S_022_3	OTU_1843_18S_022_3	0.560419082641602	0.570038	0	77.777778	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_451_18S_022_3	OTU_226_18S_3_200	-0.599640887545153	0.350127	0	18.181818	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_451_18S_022_3	OTU_3745_18S_022_3	0.598286509513855	0.422865	0	55.555556	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_452_18S_022_3	OTU_2194_18S_022_3	0.561769485473633	0.602995	0	85.714286	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_452_18S_022_3	OTU_2835_18S_3_200	0.537535011768341	0.607562	0	87.5	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_452_18S_022_3	OTU_598_18S_3_200	0.741718292236328	0.394749	0	62.5	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_455_18S_022_3	OTU_1770_18S_022_3	0.582494488124796	0.483138	0	55.555556	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_455_18S_022_3	OTU_3720_18S_022_3	0.655161023139954	0.317782	0	66.666667	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_455_18S_022_3	OTU_945_18S_3_200	0.848254106652196	0.543412	0	71.428571	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4556_18S_022_3	OTU_142_18S_3_200	0.61128	0.41302	0	57.142857	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4556_18S_022_3	OTU_3812_18S_3_200	0.742582678794861	0.556317	0	66.666667	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4556_18S_022_3	OTU_4596_18S_022_3	0.546989977359772	0.448675	0	60	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4557_18S_022_3	OTU_1958_18S_3_200	0.990538488435422	0.616591	0	100	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_457_18S_3_200	OTU_499_18S_3_200	0.999681442489124	1.008394	0	100	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1
OTU_459_18S_022_3	OTU_2168_18S_022_3	0.735473113665844	0.556317	0	66.666667	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_4596_18S_022_3	OTU_3649_18S_3_200	0.969517111778259	0.676865	0	100	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4598_18S_3_200	OTU_6120_18S_3_200	0.64155	0.533567	0	80	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_46_18S_022_3	ASV_341_16S_3_200	0.790030398062114	0.397417	0	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OTU_46_18S_022_3	OTU_269_18S_022_3	0.647397696971893	0.686019	0	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OTU_461_18S_022_3	OTU_1627_18S_022_3	0.583529770374298	0.54829	0	81.818182	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
OTU_463_18S_022_3	OTU_463_18S_3_200	0.615951110020356	0.489457	0	71.428571	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0
OTU_466_18S_3_200	OTU_2373_18S_3_200	0.688311100006104	0.580936	0	83.333333	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_466_18S_3_200	OTU_3462_18S_3_200	0.667320133082172	0.663959	0	83.333333	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_4666_18S_022_3	OTU_1645_18S_3_200	0.736776453957011	0.443259	0	62.5	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_467_18S_3_200	OTU_2200_18S_3_200	0.5364308322029	0.579067	0	57.142857	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_467_18S_3_200	OTU_3517_18S_3_200	0.698795478303206	0.603686	0	71.428571	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
OTU_468_18S_3_200	OTU_562_18S_3_200	0.901005776113596	0.740278	0	88.888889	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_468_18S_3_200	OTU_704_18S_3_200	0.79881	0.640815	0	77.777778	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_472_18S_022_3	OTU_1464_18S_022_3	0.635199546813965	0.563728	0	72.727273	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
OTU_4724_18S_022_3	OTU_968_18S_3_200	0.593476951122284	0.368211	0	50	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4728_18S_022_3	OTU_2359_18S_3_200	0.754870235919952	0.616591	0	100	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4728_18S_022_3	OTU_5108_18S_022_3	0.698348879814148	0.616591	0	100	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4736_18S_022_3	OTU_5038_18S_022_3	0.818892538879554	0.43577	0	80	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4736_18S_022_3	OTU_6042_18S_022_3	0.716312397452613	0.43577	0	80	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4747_18S_022_3	OTU_3145_18S_3_200	0.703022181987762	0.61846	0	100	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_475_18S_022_3	OTU_1627_18S_022_3	0.758115901016535	0.684614	0	80	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_475_18S_022_3	OTU_1982_18S_022_3	0.752436193262696	0.661864	0	80	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_475_18S_022_3	OTU_559_18S_022_3	0.531765089161088	0.596576	0	77.777778	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
OTU_4760_18S_022_3	OTU_3265_18S_3_200	0.602521896362305	0.580246	0	75	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_477_18S_022_3	OTU_98_18S_3_200	-0.759731725858935	0.330724	0	31.818182	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_477_18S_3_200	OTU_2931_18S_3_200	0.59663	0.602995	0	75	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1
OTU_477_18S_3_200	OTU_3069_18S_3_200	0.700711369514465	0.437639	0	62.5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1
OTU_478_18S_3_200	OTU_1142_18S_3_200	0.758760894666485	0.734046	0	83.333333	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_48_18S_022_3	OTU_1234_18S_022_3	-0.721113226045762	0.616591	0	80	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_48_18S_022_3	OTU_1234_18S_3_200	0.638059421822598	0.496044	0	80	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_48_18S_022_3	OTU_182_18S_022_3	0.642924845218658	0.616591	0	80	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_48_18S_022_3	OTU_48_18S_3_200	0.90368	0.556317	0	80	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_48_18S_022_3	OTU_854_18S_022_3	0.856229863653371	0.496044	0	80	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_4802_18S_022_3	OTU_236_18S_3_200	-0.758119524638978	0.444442	0	22.727273	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
OTU_4803_18S_022_3	OTU_3628_18S_3_200	0.533330321311951	0.533567	0	66.666667	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
OTU_4803_18S_022_3	OTU_6888_18S_022_3	0.547917425632477	0.473294	0	66.666667	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
OTU_482_18S_022_3	OTU_482_18S_3_200	0.754469990730286	0.659958	0	77.777778	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1
OTU_482_18S_022_3	OTU_844_18S_022_3	0.857269465923309	0.922361	0	100	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1
OTU_482_18S_3_200	OTU_1581_18S_3_200	0.566952457940033	0.497912	0	62.5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1
OTU_482_18S_3_200	OTU_1614_18S_3_200	0.586324540752447	0.510817	0	50	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_4826_18S_022_3	OTU_5190_18S_022_3	0.82739975742198	0.556317	0	66.666667	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_483_18S_022_3	OTU_2835_18S_3_200	0.613405883312225	0.684275	0	66.666667	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_483_18S_022_3	OTU_724_18S_022_3	0.915537879653744	0.839461	0	91.666667	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0
OTU_483_18S_3_200	OTU_2835_18S_3_200	0.732686065221999	0.475297	0	61.538462	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_484_18S_022_3	OTU_216_18S_3_200	0.637585205729159	0.544071	0	86.666667	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1
OTU_484_18S_022_3	OTU_2390_18S_3_200	0.645079672336578	0.591527	0	80	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1
OTU_484_18S_022_3	OTU_525_18S_3_200	-0.57306	0.452988	0	27.272727	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_486_18S_022_3	OTU_2995_18S_022_3	-0.572772085666656	0.603686	0	100	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_486_18S_022_3	OTU_4728_18S_022_3	0.568690001964569	0.39096	0	50	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_486_18S_022_3	OTU_6694_18S_022_3	-0.626416727532023	0.41302	0	80	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_486_18S_022_3	OTU_680_18S_3_200	0.722994804382324	0.496044	0	80	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_487_18S_3_200	OTU_898_18S_3_200	0.753910996852629	0.605896	0	75	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
OTU_4879_18S_022_3	OTU_1051_18S_3_200	0.733670175075531	0.720533	0	100	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4891_18S_022_3	OTU_2359_18S_3_200	0.616904318332672	0.616591	0	100	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4891_18S_022_3	OTU_5471_18S_022_3	0.538591921329498	0.556317	0	100	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_490_18S_022_3	OTU_1619_18S_022_3	-0.531751100351121	0.247663	0	50	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
OTU_490_18S_022_3	OTU_4430_18S_3_200	0.872190690361595	0.365652	0	60	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
OTU_492_18S_3_200	OTU_1042_18S_3_200	0.720554292201996	0.723543	0	83.333333	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
OTU_492_18S_3_200	OTU_511_18S_3_200	0.561347246170044	0.5968	0	75	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0
OTU_4938_18S_022_3	OTU_156_18S_3_200	-0.77660416990701	0.228323	0	13.636364	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_494_18S_022_3	OTU_1445_18S_3_200	0.69087165594101	0.543018	0	70	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_494_18S_022_3	OTU_1792_18S_022_3	0.819146927020008	0.691769	0	80	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
OTU_494_18S_3_200	OTU_1621_18S_3_200	0.644545137882233	0.663269	0	75	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_4955_18S_022_3	OTU_3502_18S_3_200	-0.547991743890812	0.533567	0	100	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4955_18S_022_3	OTU_824_18S_3_200	0.799628973007202	0.496044	0	80	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4969_18S_022_3	OTU_2784_18S_3_200	0.544551713747084	0.558876	0	66.666667	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
OTU_4969_18S_022_3	OTU_3069_18S_3_200	0.563421308994293	0.536126	0	66.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1
OTU_4973_18S_022_3	OTU_3164_18S_3_200	0.683034975147989	0.678733	0	83.333333	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_498_18S_022_3	OTU_593_18S_022_3	0.810271091962435	0.659212	0	93.75	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1
OTU_499_18S_3_200	OTU_1192_18S_3_200	0.592194984621716	0.625745	0	75	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1
OTU_5003_18S_022_3	OTU_1438_18S_3_200	0.749823430864151	0.547121	0	75	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1
OTU_502_18S_3_200	OTU_1627_18S_3_200	0.558113857367903	0.74154	0	88.888889	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_502_18S_3_200	OTU_832_18S_3_200	0.700491677441012	0.664826	0	87.5	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5038_18S_022_3	OTU_6289_18S_3_200	0.796479431921761	0.438329	0	66.666667	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_5046_18S_022_3	OTU_515_18S_3_200	0.941315476023752	0.593841	0	100	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_5047_18S_022_3	ASV_1979_16S_3_200	0.805402878526615	0.475853	0	66.666667	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_5048_18S_3_200	OTU_6637_18S_3_200	0.713165044784546	0.533567	0	80	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5053_18S_022_3	OTU_3675_18S_3_200	0.584456792829054	0.392829	0	66.666667	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_5055_18S_022_3	ASV_109_16S_3_200	0.582382775506793	0.533567	0	66.666667	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5055_18S_022_3	ASV_17_16S_3_200	0.547695636749268	0.560905	0	71.428571	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5056_18S_022_3	OTU_5538_18S_3_200	0.686452388763428	0.556317	0	66.666667	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5056_18S_022_3	OTU_7179_18S_022_3	0.850455403327942	0.676865	0	100	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5067_18S_022_3	OTU_5279_18S_3_200	0.726479383389909	0.616591	0	100	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_508_18S_022_3	OTU_1851_18S_3_200	0.605610728263855	0.330687	0	50	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_508_18S_022_3	OTU_656_18S_3_200	0.929823524343977	0.556317	0	100	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_509_18S_3_200	OTU_1063_18S_3_200	0.553798973560333	0.538451	0	75	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_509_18S_3_200	OTU_3812_18S_3_200	0.943336704546469	0.769043	0	100	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_509_18S_3_200	OTU_938_18S_3_200	0.713208317756653	0.566162	0	83.333333	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_509_18S_3_200	OTU_976_18S_3_200	0.758687543074003	0.829316	0	100	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_510_18S_022_3	OTU_2754_18S_3_200	0.554029822349548	0.329996	0	57.142857	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_510_18S_022_3	OTU_510_18S_3_200	0.805394291877747	0.41302	0	57.142857	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_5106_18S_022_3	OTU_165_18S_3_200	-0.575394928455353	0.318835	0	13.636364	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_511_18S_022_3	OTU_1596_18S_3_200	0.671943920971524	0.667836	0	77.777778	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_511_18S_022_3	OTU_1925_18S_022_3	0.54477753155429	0.580936	0	71.428571	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_511_18S_022_3	OTU_511_18S_3_200	0.804077214821073	0.664826	0	77.777778	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_511_18S_3_200	OTU_595_18S_3_200	0.638601899147034	0.580848	0	81.818182	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0
OTU_512_18S_022_3	OTU_1056_18S_022_3	0.737214534441254	0.756437	0	84.615385	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1
