Source	Target	association_score	original	MutualInformation	ENV_daylength_InterationInformation	ENV_daylength_II_p_value	ENV_daylength_DataProcessingInequality_MI_rank	ENV_daylength_COMBI_II_DPI	ENV_Temperature_InterationInformation	ENV_Temperature_II_p_value	ENV_Temperature_DataProcessingInequality_MI_rank	ENV_Temperature_COMBI_II_DPI	ENV_Salinity_InterationInformation	ENV_Salinity_II_p_value	ENV_Salinity_DataProcessingInequality_MI_rank	ENV_Salinity_COMBI_II_DPI	ENV_NH4_InterationInformation	ENV_NH4_II_p_value	ENV_NH4_DataProcessingInequality_MI_rank	ENV_NH4_COMBI_II_DPI	ENV_NO2_InterationInformation	ENV_NO2_II_p_value	ENV_NO2_DataProcessingInequality_MI_rank	ENV_NO2_COMBI_II_DPI	ENV_NO3_InterationInformation	ENV_NO3_II_p_value	ENV_NO3_DataProcessingInequality_MI_rank	ENV_NO3_COMBI_II_DPI	ENV_PO4_InterationInformation	ENV_PO4_II_p_value	ENV_PO4_DataProcessingInequality_MI_rank	ENV_PO4_COMBI_II_DPI	ENV_Si_InterationInformation	ENV_Si_II_p_value	ENV_Si_DataProcessingInequality_MI_rank	ENV_Si_COMBI_II_DPI	COMBI_allENV
ASV_743_16S_022_3	ASV_1407_16S_022_3	0.764899191307518	1	0.589045	-0.589045	1	3	1	-0.670124	0.071928	3	1	-0.555256	0.455544	3	1	-0.589045	1	3	1	-0.589045	0.5005	3	1	-0.589045	1	3	1	-0.589045	1	3	1	-0.589045	1	3	1	8
ASV_743_16S_022_3	ASV_1658_16S_022_3	0.566997844685773	1	0.406323	-0.399244	0.000999	3	1	-0.329966	0.000999	3	1	-0.397543	0.455544	3	1	-0.19434	0.825175	3	1	-0.406323	1	3	1	-0.348561	0.6004	3	1	-0.290799	0.416583	3	1	-0.372535	0.216783	3	1	8
ASV_743_16S_022_3	OTU_327_18S_022_3	0.59213798807449	1	0.322652	-0.293771	0.000999	3	1	-0.29646	0.000999	3	1	-0.29207	0.546454	3	1	-0.20222	0.825175	3	1	-0.322652	0.75025	3	1	-0.26489	0.468531	3	1	-0.293771	0.083916	3	1	-0.259982	0.5005	3	1	8
ASV_744_16S_022_3	ASV_1210_16S_022_3	0.727955162525177	1	0.567243	-0.567243	1	3	1	-0.567243	1	3	1	-0.533454	0.455544	3	1	-0.567243	1	3	1	-0.521467	0.333666	3	1	-0.567243	1	3	1	-0.538362	0.75025	3	1	-0.500183	0.786214	3	1	8
ASV_744_16S_022_3	ASV_1407_16S_022_3	0.581626454039632	1	0.70636	-0.70636	1	3	1	-0.70636	1	3	1	-0.672571	0.455544	3	1	-0.70636	1	3	1	-0.477483	0.917083	3	1	-0.70636	1	3	1	-0.648598	0.833167	3	1	-0.544201	0.858142	3	1	8
ASV_744_16S_022_3	ASV_786_16S_022_3	0.979858934879303	1	0.828867	-0.828867	0.250749	3	1	-0.828867	0.214785	3	1	-0.795078	0.273726	3	1	-0.732408	0.705295	3	1	-0.799986	0.000999	3	1	-0.752509	0.200799	3	1	-0.636985	0.667333	3	1	-0.6618	0.447552	3	1	8
ASV_746_16S_022_3	ASV_1587_16S_022_3	0.761361846228995	1	0.470557	-0.470557	1	3	1	-0.499438	0.357642	3	1	-0.470557	0.181818	3	1	-0.470557	0.882118	3	1	-0.470557	0.5005	3	1	-0.470557	0.866134	3	1	-0.420391	0.167832	2	1	-0.389477	0.929071	3	1	8
ASV_746_16S_022_3	ASV_365_16S_3_200	0.589811622552041	1	0.56791	0.085026	NA	3	1	-0.458281	0.286713	3	1	-0.514213	0.000999	3	1	-0.437662	0.706294	3	1	0.404345	NA	3	1	-0.402737	0.431568	3	1	-0.543936	0.083916	3	1	-0.321278	0.75025	3	1	8
ASV_749_16S_022_3	ASV_1105_16S_022_3	0.56839	1	1.078665	-0.869418	0.200799	3	1	-0.913445	0.000999	3	1	-0.843696	0.091908	3	1	-0.873761	0.05994	3	1	-0.924444	0.334665	3	1	-0.764179	0.3996	3	1	-0.924961	0.000999	3	1	-0.676297	0.698302	3	1	8
ASV_749_16S_022_3	ASV_751_16S_022_3	0.667113449218751	1	0.941338	-1.056207	0.200799	3	1	-0.915146	0.000999	3	1	-0.869371	0.091908	3	1	-0.707553	0.470529	3	1	-0.787117	0.167832	3	1	-0.795232	0.4995	3	1	-0.758754	0.000999	3	1	-0.490838	0.947053	3	1	8
ASV_75_16S_022_3	ASV_129_16S_022_3	0.56883	1	0.695917	-0.256311	0.65035	3	1	-0.515477	0.000999	3	1	-0.18048	0.637363	3	1	-0.607102	0.030969	3	1	-0.45096	0.083916	3	1	-0.495302	0.067932	3	1	-0.449479	0.166833	3	1	-0.149468	0.821179	3	1	8
ASV_75_16S_022_3	ASV_193_16S_022_3	0.857553064823151	1	0.92622	-0.205099	0.9001	3	1	-0.706454	0.000999	3	1	-0.215148	0.637363	3	1	-0.770422	0.000999	3	1	-0.577725	0.083916	3	1	-0.70871	0.000999	3	1	-0.481534	0.167832	3	1	-0.300197	0.731269	3	1	8
ASV_75_16S_022_3	ASV_777_16S_3_200	-0.796416461467743	1	0.458233	-0.48155	0.250749	3	1	-0.458233	0.572428	3	1	-0.381875	0.455544	3	1	-0.458233	0.058941	3	1	-0.497585	0.166833	2	1	-0.434259	0.634366	3	1	-0.458233	1	3	1	-0.412457	0.823177	3	1	8
ASV_751_16S_022_3	ASV_831_16S_022_3	0.684212684631348	1	0.938454	-0.978666	0.150849	3	1	-0.846903	0.000999	3	1	-0.789141	0.091908	3	1	-0.470884	0.4995	3	1	-0.846903	0.084915	3	1	-0.85011	0.5005	3	1	-0.561816	0.415584	3	1	-0.82207	0.178821	3	1	8
ASV_751_16S_022_3	ASV_955_16S_022_3	0.860738158226013	1	1.056863	-0.170798	0.8002	3	1	-0.922743	0.000999	3	1	-0.864981	0.091908	3	1	-0.4329	0.5005	3	1	-0.919536	0.000999	3	1	-0.893862	0.300699	3	1	-0.653515	0.583417	3	1	-0.764974	0.607393	3	1	8
ASV_754_16S_022_3	ASV_1971_16S_022_3	0.806118895453144	1	0.710075	-0.59455	0.000999	3	1	-0.612101	0.42957	3	1	-0.551464	0.273726	3	1	-0.589643	0.000999	3	1	-0.58322	0.084915	3	1	-0.59455	0.000999	3	1	-0.573266	0.666334	3	1	-0.561935	0.84016	3	1	8
ASV_754_16S_022_3	OTU_1258_18S_022_3	0.537425643384489	1	0.567243	-0.567243	1	3	1	-0.515044	0.858142	3	1	-0.533454	0.455544	3	1	-0.567243	1	3	1	-0.538362	0.084915	3	1	-0.567243	0.834166	3	1	-0.567243	1	3	1	-0.567243	0.858142	3	1	8
ASV_754_16S_022_3	OTU_489_18S_022_3	0.613405629369024	1	0.727784	-0.686916	0.050949	3	1	-0.649394	0.5005	3	1	-0.743742	0.727273	3	1	-0.770353	0.471528	3	1	-0.62981	0.417582	3	1	-0.67932	0.265734	3	1	-0.715797	0.000999	3	1	-0.600929	0.857143	3	1	8
ASV_755_16S_022_3	ASV_705_16S_3_200	0.587077300014816	1	0.430578	-0.430578	0.8002	3	1	-0.430578	0.357642	3	1	-0.476353	1	3	1	-0.430578	0.647353	3	1	-0.430578	0.5005	3	1	-0.233318	0.801199	3	1	-0.534116	0.917083	3	1	-0.367908	0.715285	3	1	8
ASV_755_16S_022_3	OTU_610_18S_3_200	0.690653026103973	1	0.603865	-0.603865	0.9001	3	1	-0.603865	0.786214	3	1	-0.7167	0.818182	3	1	-0.603865	0.853147	3	1	-0.437657	0.833167	3	1	-0.603865	1	3	1	-0.594567	0.75025	3	1	-0.512314	0.947053	3	1	8
ASV_758_16S_022_3	ASV_1186_16S_022_3	0.817011292141707	1	0.587713	-0.661196	0.65035	3	1	-0.587713	0.715285	3	1	-0.553924	0.000999	3	1	-0.587713	0.823177	3	1	-0.238403	0.917083	3	1	-0.578415	0.266733	3	1	0.318316	NA	3	1	-0.506633	0.768232	3	1	8
ASV_759_16S_022_3	OTU_763_18S_022_3	0.873553770896705	1	0.673006	-0.711185	0.450549	3	1	-0.605946	0.357642	3	1	-0.572157	0.091908	3	1	-0.684992	0.588412	3	1	-0.509331	0.5005	3	1	-0.673006	0.665335	3	1	-0.615243	0.334665	3	1	-0.546151	0.751249	3	1	8
ASV_760_16S_022_3	OTU_931_18S_022_3	0.745292976380188	1	0.464086	-0.464086	1	3	1	-0.464086	1	3	1	-0.430297	0.819181	3	1	-0.464086	1	3	1	-0.435205	0.334665	3	1	-0.509861	0.735265	3	1	-0.464086	1	3	1	-0.538742	0.642358	3	1	8
ASV_760_16S_3_200	OTU_1706_18S_3_200	0.787575817928278	1	0.541334	-0.541334	0.450549	3	1	-0.347419	0.929071	3	1	-0.541334	0.363636	3	1	-0.680176	0.765235	3	1	-0.550632	0.917083	3	1	-0.541334	0.532468	3	1	-0.541334	0.167832	3	1	-0.397584	0.786214	3	1	8
ASV_760_16S_3_200	OTU_478_18S_3_200	0.721943241162004	1	0.63444	-0.576677	0.000999	3	1	-0.4863	0.715285	3	1	-0.56738	0.000999	3	1	1.820341	NA	3	1	-0.065053	0.75025	3	1	-0.564691	0.333666	3	1	-0.547796	0.5005	3	1	-0.536466	0.607393	3	1	8
ASV_762_16S_022_3	OTU_985_18S_3_200	0.83281690584828	1	0.542557	-0.543839	0.250749	3	1	-0.377337	0.072927	3	1	-0.335481	0.455544	3	1	-0.354547	0.382617	3	1	-0.542557	1	3	1	-0.403059	0.701299	3	1	-0.484794	0.333666	3	1	-0.451006	0.24975	3	1	8
ASV_764_16S_022_3	ASV_1307_16S_022_3	0.612584828620785	1	0.519532	-0.519532	0.95005	3	1	0.453423	NA	3	1	-0.519532	0.636364	3	1	-0.519532	1	3	1	-0.3991	0.250749	3	1	-0.452472	0.000999	3	1	-0.423591	0.250749	3	1	-0.519532	0.661339	3	1	8
ASV_764_16S_022_3	OTU_4154_18S_3_200	0.599713289660752	1	0.599096	-0.599096	1	3	1	-0.599096	1	3	1	-0.599096	0.636364	3	1	-0.599096	1	3	1	-0.478664	0.250749	3	1	-0.532036	0.667333	3	1	-0.599096	1	3	1	-0.599096	0.929071	3	1	8
ASV_764_16S_022_3	OTU_6274_18S_3_200	0.523630589426253	1	0.378099	-0.378099	1	3	1	-0.459178	0.143856	3	1	-0.378099	0.545455	3	1	-0.378099	1	3	1	-0.378099	0.5005	3	1	-0.40698	0.166833	3	1	-0.378099	1	3	1	-0.378099	1	3	1	8
ASV_765_16S_022_3	ASV_491_16S_3_200	0.797877007896576	1	0.65558	-0.65558	0.7003	3	1	-0.603382	0.4995	3	1	-0.621791	0.182817	3	1	-0.59291	0.765235	3	1	-0.125701	0.75025	3	1	-0.65558	0.666334	3	1	-0.65558	0.416583	3	1	-0.620276	0.321678	3	1	8
ASV_765_16S_022_3	OTU_1111_18S_022_3	0.664685487747192	1	0.65558	-0.626699	0.000999	3	1	-0.423486	0.642358	3	1	-0.705327	0.454545	3	1	-0.621791	0.000999	3	1	-0.603382	0.083916	3	1	-0.626699	0.000999	3	1	-0.52146	0.416583	3	1	-0.559121	0.302697	3	1	8
ASV_767_16S_022_3	OTU_137_18S_3_200	0.560749063129666	1	0.75247	-0.636946	0.200799	3	1	-0.595033	0.644356	3	1	-0.677814	0.273726	3	1	-0.682204	0.441558	3	1	-0.379843	0.24975	3	1	-0.577483	0.435564	3	1	-0.470543	0.5005	3	1	-0.531504	0.268731	3	1	8
ASV_767_16S_022_3	OTU_1577_18S_3_200	0.694773554801941	1	0.701606	-0.632716	0.050949	3	1	-0.542136	0.428571	3	1	-0.568345	0.273726	3	1	-0.622901	0.352647	3	1	-0.299239	0.416583	3	1	-0.594537	0.233766	3	1	-0.316141	0.166833	3	1	-0.554123	0.054945	3	1	8
ASV_767_16S_022_3	OTU_195_18S_3_200	0.570159375667572	1	0.678252	-0.572025	0.200799	3	1	-0.416935	0.5005	3	1	-0.594297	0.546454	3	1	-0.607985	0.293706	3	1	-0.38433	0.333666	3	1	-0.504965	0.467532	3	1	-0.448191	0.583417	3	1	-0.346151	0.839161	3	1	8
ASV_769_16S_3_200	OTU_360_18S_3_200	0.788327940093162	1	0.486585	1.34353	NA	3	1	-0.285405	0.643357	3	1	-0.201969	0.000999	3	1	1.907947	NA	3	1	-0.39888	0.250749	3	1	-0.377152	0.233766	3	1	-0.399942	0.084915	3	1	-0.428823	0.286713	3	1	8
ASV_776_16S_022_3	ASV_1194_16S_022_3	0.758456591988192	1	0.511271	-0.500985	0.200799	3	1	-0.499941	0.357642	3	1	2.323288	NA	3	1	-0.17296	0.617383	3	1	-0.333077	0.333666	3	1	-0.191878	0.9001	3	1	-0.303012	0.501499	3	1	-0.333733	0.769231	3	1	8
ASV_776_16S_022_3	OTU_622_18S_3_200	0.583762347698212	1	0.547893	-0.547893	0.9001	3	1	-0.547893	0.786214	3	1	-0.389282	0.637363	3	1	-0.33591	0.971029	3	1	-0.369699	0.917083	3	1	-0.547893	0.867133	3	1	-0.497728	0.667333	3	1	-0.547893	0.804196	3	1	8
ASV_777_16S_3_200	ASV_2288_16S_3_200	0.630027532577515	1	0.439968	-0.324443	0.8002	3	1	-0.439968	1	3	1	-0.356013	0.637363	3	1	-0.377298	0.412587	3	1	-0.387769	0.166833	3	1	-0.460197	0.767233	3	1	-0.439968	1	3	1	-0.458377	0.465534	3	1	8
ASV_779_16S_022_3	ASV_847_16S_022_3	0.871271708717359	1	0.978681	-0.810549	0.000999	3	1	-0.826683	0.000999	3	1	-0.682436	0.273726	3	1	1.500158	NA	3	1	-0.054735	0.667333	3	1	-0.698179	0.266733	3	1	-0.856077	0.000999	3	1	-0.843526	0.054945	3	1	8
ASV_78_16S_022_3	ASV_459_16S_3_200	-0.790983347288202	1	0.336309	-0.249665	0.6004	3	1	-0.239509	0.428571	3	1	0.592841	NA	3	1	-0.198982	0.647353	2	1	-0.226348	0.250749	3	1	-0.257262	0.1998	3	1	-0.336309	0.667333	3	1	-0.30252	0.106893	2	1	8
ASV_78_16S_022_3	ASV_464_16S_3_200	-0.712946885695029	1	0.390525	1.069827	NA	3	1	-0.402512	0.071928	3	1	-0.354565	0.182817	3	1	-0.212331	0.707293	3	1	-0.280565	0.834166	3	1	-0.303882	0.733267	3	1	-0.412327	0.166833	3	1	-0.390525	0.571429	2	1	8
ASV_78_16S_022_3	ASV_83_16S_022_3	0.732268466718171	1	0.519	0.045428	NA	2	1	-0.273476	0.142857	3	1	-0.374963	0.182817	3	1	-0.15517	0.000999	3	1	-0.263571	0.24975	3	1	0.119399	NA	3	1	-0.172278	0.583417	3	1	-0.313033	0.054945	3	1	8
ASV_781_16S_022_3	OTU_356_18S_3_200	0.821937590520584	1	0.46177	-0.46177	1	3	1	-0.46177	1	3	1	-0.444875	0.637363	3	1	-0.46177	1	3	1	-0.507545	0.333666	3	1	-0.46177	1	3	1	-0.46177	1	3	1	-0.46177	1	3	1	8
ASV_781_16S_022_3	OTU_5966_18S_3_200	0.720495700836182	1	0.378099	-0.398328	0.7003	3	1	-0.378099	0.643357	3	1	-0.400208	0.636364	3	1	-0.378099	0.589411	3	1	-0.400557	0.667333	3	1	-0.291455	0.533467	3	1	-0.378099	0.751249	3	1	-0.378099	0.928072	3	1	8
ASV_782_16S_022_3	ASV_808_16S_022_3	0.545714855194092	1	0.466538	-0.466538	1	3	1	-0.466538	1	3	1	-0.432749	0.000999	3	1	-0.466538	1	3	1	-0.512314	0.5005	2	1	-0.466538	1	3	1	-0.466538	1	3	1	-0.527175	0.786214	3	1	8
ASV_782_16S_022_3	OTU_2878_18S_022_3	0.65485292673111	1	0.541334	-0.541334	0.65035	3	1	-0.541334	1	3	1	-0.507545	0.000999	3	1	-0.541334	0.587413	3	1	-0.575123	0.250749	3	1	-0.608394	0.100899	3	1	-0.512453	0.501499	3	1	-0.541334	0.786214	3	1	8
ASV_782_16S_022_3	OTU_826_18S_022_3	0.682568311691284	1	0.545441	-0.413022	0.400599	3	1	-0.545441	0.214785	3	1	-0.353559	0.000999	3	1	-0.499665	0.000999	3	1	-0.508621	0.166833	3	1	-0.646289	0.333666	3	1	-0.353559	0.583417	3	1	-0.543408	0.786214	3	1	8
ASV_784_16S_3_200	OTU_1887_18S_3_200	-0.56778	1	0.56682	-0.527338	0.100899	3	1	-0.464456	0.714286	3	1	0.14804	NA	3	1	-0.527135	0.295704	3	1	-0.225949	0.416583	3	1	-0.443228	0.468531	3	1	-0.346057	0.166833	3	1	-0.249266	0.4995	3	1	8
ASV_784_16S_3_200	OTU_458_18S_3_200	-0.599705330219739	1	0.47828	-0.488954	0.100899	3	1	-0.456995	0.215784	3	1	-0.096824	0.637363	3	1	-0.532835	0.117882	3	1	-0.153961	0.251748	3	1	-0.199479	0.565435	3	1	0.01393	NA	3	1	-0.296029	0.000999	3	1	8
ASV_786_16S_022_3	ASV_1581_16S_022_3	0.650945144197958	1	0.645714	-0.62613	0.000999	3	1	-0.628819	0.000999	3	1	-0.477805	0.273726	3	1	-0.583044	0.53047	3	1	-0.616833	0.000999	3	1	-0.587951	0.3996	3	1	-0.530189	0.5005	3	1	-0.611925	0.180819	3	1	8
ASV_786_16S_022_3	ASV_951_16S_022_3	0.623528182506561	1	0.792907	-0.677382	0.000999	3	1	-0.68276	0.000999	3	1	-0.624998	0.273726	3	1	-0.609805	0.382617	3	1	-0.672474	0.167832	3	1	-0.581441	0.2997	3	1	-0.514381	0.75025	3	1	-0.615368	0.286713	3	1	8
ASV_787_16S_3_200	OTU_909_18S_3_200	0.564357280731201	1	0.574419	-0.67036	0.250749	3	1	-0.490465	0.571429	3	1	-0.444689	0.637363	3	1	-0.574419	0.647353	3	1	-0.49334	0.334665	3	1	-0.458895	0.734266	3	1	-0.66597	0.083916	3	1	-0.49334	0.768232	3	1	8
ASV_799_16S_022_3	ASV_1397_16S_022_3	0.54208	1	0.276732	-0.235864	0.250749	3	1	-0.255448	0.000999	3	1	3.60416	NA	3	1	-0.269136	0.588412	3	1	-0.276732	1	3	1	-0.276732	0.666334	3	1	-0.276732	0.917083	3	1	-0.276732	0.822178	3	1	8
ASV_799_16S_022_3	ASV_1569_16S_022_3	0.54397	1	0.49773	-0.49773	1	3	1	-0.49773	1	3	1	-0.463941	0.637363	3	1	-0.610565	0.764236	3	1	-0.549928	0.75025	3	1	-0.49773	1	3	1	-0.49773	1	3	1	-0.49773	1	3	1	8
ASV_8_16S_022_3	ASV_105_16S_022_3	0.662272691726685	1	0.381678	-0.297542	0.050949	3	1	-0.296471	0.071928	2	1	-0.308118	0.091908	3	1	-0.192539	0.058941	3	1	-0.314259	0.000999	2	1	0.158314	NA	3	1	-0.474947	0.250749	3	1	-0.286826	0.232767	3	1	8
ASV_80_16S_022_3	ASV_440_16S_022_3	0.576558172702789	1	0.53449	-0.27579	0.85015	3	1	-0.472308	0.000999	3	1	0.484189	NA	3	1	-0.375361	0.294705	3	1	-0.265559	0.250749	3	1	-0.204367	0.532468	3	1	-0.573186	0.668332	3	1	-0.388061	0.749251	3	1	8
ASV_80_16S_022_3	ASV_871_16S_022_3	0.590590415939174	1	0.834919	-0.419309	0.5005	3	1	-0.557188	0.000999	3	1	-0.738007	0.000999	3	1	-0.493919	0.53047	3	1	-0.211115	0.584416	3	1	-0.335355	0.431568	3	1	-0.570599	0.084915	3	1	-0.379697	0.803197	3	1	8
ASV_800_16S_022_3	ASV_1250_16S_3_200	0.554566910330385	1	0.593048	-0.593048	0.9001	3	1	-0.593048	1	3	1	-0.55926	0.546454	3	1	-0.593048	0.882118	3	1	-0.438827	0.667333	3	1	-0.55487	0.668332	3	1	-0.418061	0.75025	3	1	-0.557744	0.286713	3	1	8
ASV_800_16S_022_3	OTU_204_18S_3_200	-0.530475086549748	1	0.46721	-0.259478	0.7003	3	1	-0.46721	0.430569	3	1	-0.453005	0.546454	3	1	-0.433421	0.383616	3	1	-0.317897	0.917083	3	1	-0.46721	0.400599	3	1	-0.409448	0.668332	3	1	-0.46721	0.625375	3	1	8
ASV_803_16S_022_3	ASV_1117_16S_022_3	0.857383489608765	1	0.884958	-0.872971	0.000999	3	1	-0.875661	0.000999	3	1	-0.829885	0.273726	3	1	-0.71875	0.383616	3	1	-0.868064	0.084915	3	1	-0.860985	0.167832	3	1	-0.673493	0.584416	3	1	-0.457258	0.806194	3	1	8
ASV_803_16S_022_3	ASV_1117_16S_3_200	0.70275313437137	1	0.731877	-0.674115	0.000999	3	1	-0.679493	0.000999	3	1	-0.621731	0.364635	3	1	-0.502999	0.824176	3	1	-0.731877	0.333666	3	1	-0.707903	0.300699	3	1	-0.611962	0.166833	3	1	-0.571233	0.321678	3	1	8
ASV_803_16S_022_3	ASV_863_16S_022_3	0.552337865054917	1	0.847401	-0.731877	0.000999	3	1	-0.737255	0.000999	3	1	-0.679493	0.455544	3	1	-0.75585	0.589411	3	1	-0.710075	0.334665	3	1	-0.707903	0.300699	3	1	-0.664817	0.250749	3	1	-0.640982	0.445554	3	1	8
ASV_805_16S_022_3	ASV_537_16S_3_200	0.535911023616791	1	0.58253	-0.008067	0.8002	3	1	-0.640293	0.42957	3	1	-0.565636	0.000999	3	1	-0.463613	0.853147	3	1	0.121856	NA	3	1	-0.287628	0.666334	3	1	-0.068048	0.834166	3	1	-0.174599	0.643357	3	1	8
ASV_81_16S_022_3	ASV_226_16S_022_3	0.701210164936012	1	0.6704	-0.030672	0.450549	3	1	-0.389399	0.214785	3	1	-0.101409	0.455544	3	1	0.050995	NA	3	1	-0.38038	0.417582	3	1	-0.480783	0.134865	3	1	0.066499	NA	3	1	-0.684558	0.4995	3	1	8
ASV_81_16S_022_3	ASV_912_16S_3_200	-0.557368695735931	1	0.397259	-0.195091	0.5005	3	1	-0.410429	0.143856	2	1	0.303021	NA	3	1	1.167936	NA	3	1	-0.079346	0.333666	2	1	-0.239361	0.167832	3	1	-0.440345	0.250749	3	1	0.106113	NA	3	1	8
ASV_814_16S_022_3	ASV_1283_16S_3_200	0.728102505710207	1	0.439968	-0.353324	0.65035	3	1	-0.364452	0.42957	3	1	-0.546841	0.454545	3	1	-0.348417	0.707293	3	1	-0.440624	0.166833	3	1	-0.439968	0.233766	3	1	-0.190323	0.917083	3	1	-0.358888	0.357642	3	1	8
ASV_814_16S_022_3	OTU_365_18S_022_3	0.722429863520893	1	0.53817	-0.393765	0.6004	3	1	-0.394079	0.213786	3	1	-0.504382	0.091908	3	1	-0.521276	0.177822	3	1	-0.302011	0.5005	3	1	-0.504899	0.400599	3	1	-0.48513	0.332667	3	1	-0.485972	0.214785	3	1	8
ASV_815_16S_022_3	ASV_1215_16S_3_200	0.52853	1	0.636698	-0.624711	0.000999	3	1	-0.464399	0.42957	3	1	-0.581624	0.273726	3	1	-0.424714	0.824176	3	1	-0.601394	0.250749	3	1	-0.636698	0.401598	3	1	-0.511875	0.250749	3	1	-0.401397	0.804196	3	1	8
ASV_817_16S_022_3	ASV_1220_16S_3_200	0.866604095325424	1	0.666565	-0.666565	1	3	1	-0.585486	0.714286	3	1	-0.649671	0.637363	3	1	-0.770103	0.470529	3	1	-0.778227	0.332667	3	1	-0.666565	1	3	1	-0.599505	0.584416	3	1	-0.56689	0.732268	3	1	8
ASV_819_16S_022_3	ASV_1229_16S_022_3	0.545453088212065	1	0.710463	0.665192	NA	3	1	-0.589667	0.000999	3	1	-0.495945	0.091908	3	1	-0.313872	0.646354	3	1	-0.681582	0.000999	3	1	-0.477195	0.200799	3	1	-0.640714	0.000999	3	1	-0.554727	0.340659	3	1	8
ASV_819_16S_022_3	ASV_1507_16S_022_3	0.70098	1	0.761248	0.654481	NA	3	1	-0.609251	0.000999	3	1	-0.503542	0.091908	3	1	-0.335776	0.559441	3	1	-0.732367	0.000999	3	1	-0.527981	0.2997	3	1	-0.718209	0.000999	3	1	-0.573895	0.286713	3	1	8
ASV_820_16S_022_3	ASV_1439_16S_3_200	0.986394825071001	1	0.905164	1.017737	NA	3	1	-0.676091	0.000999	3	1	-0.570382	0.273726	3	1	-0.589643	0.736264	3	1	-0.876283	0.417582	3	1	-0.695917	0.733267	3	1	-0.78256	0.000999	3	1	-0.767837	0.141858	3	1	8
ASV_823_16S_022_3	ASV_1394_16S_022_3	0.84597649649033	1	0.625005	1.796667	NA	3	1	-0.541051	0.000999	3	1	-0.495275	0.455544	3	1	-0.504573	0.647353	3	1	-0.596124	0.084915	3	1	-0.625005	0.933067	3	1	-0.567243	0.250749	3	1	-0.625005	1	3	1	8
ASV_823_16S_022_3	ASV_1457_16S_3_200	0.735537696665924	1	0.682767	1.570231	NA	3	1	-0.615707	0.000999	3	1	-0.569932	0.455544	3	1	-0.562335	0.648352	3	1	-0.51656	0.417582	3	1	-0.462004	0.867133	3	1	-0.567243	0.584416	3	1	-0.601688	0.624376	3	1	8
ASV_823_16S_022_3	ASV_2304_16S_022_3	0.772187650203705	1	0.74053	1.681143	NA	3	1	-0.627694	0.000999	3	1	-0.581919	0.455544	3	1	-0.574322	0.648352	3	1	-0.620097	0.251748	3	1	-0.519766	0.833167	3	1	-0.653886	0.167832	3	1	-0.688331	0.286713	3	1	8
ASV_823_16S_022_3	OTU_1258_18S_022_3	0.927770245484937	1	0.704569	-0.882764	0.400599	3	1	-0.704569	1	3	1	-0.670781	0.455544	3	1	-0.704569	1	3	1	-0.704569	0.083916	3	1	-0.666391	0.167832	3	1	-0.704569	1	3	1	-0.704569	0.786214	3	1	8
ASV_824_16S_022_3	ASV_1215_16S_022_3	0.709938063515134	1	0.646807	-0.589045	0.000999	3	1	-0.658794	0.4995	3	1	-0.421136	0.637363	3	1	-0.584137	0.000999	3	1	-0.555256	0.583417	3	1	-0.493104	0.601399	3	1	-0.550866	0.667333	3	1	-0.382625	0.858142	3	1	8
ASV_824_16S_022_3	ASV_1458_16S_022_3	-0.598787184679532	1	0.484794	-0.484794	0.95005	3	1	-0.565874	0.071928	3	1	-0.451006	0.273726	3	1	-0.484794	0.942058	3	1	-0.439019	0.000999	3	1	-0.46351	0.000999	3	1	-0.417734	0.583417	3	1	-0.403715	0.572428	3	1	8
ASV_824_16S_022_3	ASV_1658_16S_022_3	0.601435213305685	1	0.464086	-0.423218	0.000999	3	1	-0.425907	0.000999	3	1	-0.421517	0.637363	3	1	-0.372535	0.53047	3	1	-0.464086	0.832168	3	1	-0.290799	0.7003	3	1	-0.310382	0.667333	3	1	-0.338746	0.714286	3	1	8
ASV_824_16S_022_3	OTU_1406_18S_3_200	0.530099034309387	1	0.54365	-0.54365	0.9001	3	1	-0.54365	0.929071	3	1	-0.385039	0.819181	3	1	-0.54365	0.823177	3	1	-0.54365	1	3	1	-0.54365	0.833167	3	1	-0.54365	0.833167	3	1	-0.46257	0.857143	3	1	8
ASV_824_16S_022_3	OTU_850_18S_022_3	0.853820502758026	1	0.589045	-0.560164	0.000999	3	1	-0.466912	0.357642	3	1	2.76785	NA	3	1	-0.543269	0.177822	3	1	-0.589045	0.4995	3	1	-0.336711	0.701299	3	1	-0.452236	0.584416	3	1	-0.370639	0.876124	3	1	8
ASV_827_16S_022_3	ASV_1047_16S_022_3	0.621001839637756	1	0.438177	-0.438177	0.400599	3	1	-0.438177	0.857143	3	1	-0.332938	0.000999	3	1	-0.438177	0.588412	3	1	-0.455071	0.75025	3	1	-0.438177	0.732268	3	1	-0.438177	1	3	1	-0.346626	0.678322	3	1	8
ASV_827_16S_022_3	ASV_910_16S_022_3	0.622978568077087	1	0.47352	-0.548177	0.100899	3	1	-0.47352	0.713287	3	1	-0.439731	0.182817	3	1	-0.47352	1	3	1	-0.463049	0.4995	3	1	-0.47352	0.933067	3	1	-0.47352	1	3	1	-0.421322	0.643357	3	1	8
