Source	Target	association_score
OTU_34_18S_022_3	OTU_400_18S_022_3	0.551123857498169
ASV_770_16S_022_3	OTU_404_18S_022_3	-0.597049117088318
ASV_41_16S_022_3	OTU_411_18S_022_3	0.767079472541809
ASV_1156_16S_022_3	OTU_423_18S_022_3	-0.776828406792819
OTU_336_18S_022_3	OTU_425_18S_022_3	0.757142439704919
ASV_1151_16S_022_3	OTU_419_18S_022_3	-0.718483924865723
ASV_1123_16S_022_3	OTU_421_18S_022_3	0.653246104717255
OTU_24_18S_022_3	OTU_438_18S_022_3	0.839509114707282
OTU_270_18S_022_3	OTU_438_18S_022_3	0.7407362280739
ASV_510_16S_022_3	OTU_439_18S_022_3	0.541656775724944
ASV_613_16S_022_3	OTU_439_18S_022_3	0.607720695115506
OTU_58_18S_022_3	OTU_439_18S_022_3	0.53839111328125
ASV_631_16S_022_3	OTU_442_18S_022_3	0.80511372612094
ASV_1133_16S_022_3	OTU_450_18S_022_3	0.732835942343326
OTU_340_18S_022_3	OTU_452_18S_022_3	0.66778
OTU_60_18S_022_3	OTU_461_18S_022_3	0.557721562436255
OTU_177_18S_022_3	OTU_461_18S_022_3	0.569490134716034
OTU_190_18S_022_3	OTU_461_18S_022_3	0.62059836944468
ASV_894_16S_022_3	OTU_467_18S_022_3	0.770432752009147
ASV_967_16S_022_3	OTU_463_18S_022_3	0.833151095368154
ASV_1682_16S_022_3	OTU_472_18S_022_3	0.827242229995203
OTU_332_18S_022_3	OTU_472_18S_022_3	0.585067681729541
OTU_156_18S_022_3	OTU_475_18S_022_3	-0.586640059947968
OTU_427_18S_022_3	OTU_475_18S_022_3	0.600733526186571
OTU_19_18S_022_3	OTU_486_18S_022_3	0.774587333202362
ASV_2035_16S_022_3	OTU_490_18S_022_3	0.53444
ASV_1122_16S_022_3	OTU_510_18S_022_3	0.654452979564667
OTU_418_18S_022_3	OTU_511_18S_022_3	0.53293892642723
ASV_879_16S_022_3	OTU_520_18S_022_3	-0.750031967156808
ASV_29_16S_022_3	OTU_526_18S_022_3	0.872503101825714
ASV_1312_16S_022_3	OTU_533_18S_022_3	0.619934141635895
ASV_1315_16S_022_3	OTU_539_18S_022_3	0.796589153863502
OTU_450_18S_022_3	OTU_554_18S_022_3	0.785448957770696
ASV_698_16S_022_3	OTU_555_18S_022_3	0.54147
OTU_92_18S_022_3	OTU_558_18S_022_3	0.797712831518656
ASV_1324_16S_022_3	OTU_559_18S_022_3	0.56443
