Source	Target	num_triplets	ENVs	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV
ASV_97_16S_022_3	ASV_970_16S_022_3	1	ENV_PO4	0.867619	0.511295	-0.356324	0.787213	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_204_16S_022_3	ASV_970_16S_022_3	1	ENV_PO4	0.664826	0.485739	-0.179087	0.786214	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_238_16S_022_3	ASV_970_16S_022_3	1	ENV_PO4	0.652283	0.066629	-0.585654	0.000999	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_330_16S_022_3	ASV_970_16S_022_3	1	ENV_PO4	0.758057	0.511295	-0.246762	0.618382	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_894_16S_022_3	ASV_988_16S_022_3	1	ENV_PO4	0.719096	0.971478	0.252382	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_908_16S_022_3	ASV_990_16S_022_3	1	ENV_PO4	0.325857	-0.031708	-0.357566	0.225774	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_682_16S_022_3	ASV_995_16S_022_3	1	ENV_PO4	0.618460	0.030137	-0.588323	0.119880	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_149_16S_022_3	ASV_1001_16S_022_3	1	ENV_PO4	0.299220	0.474262	0.175043	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_748_16S_022_3	ASV_1001_16S_022_3	1	ENV_PO4	0.697607	0.911204	0.213598	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_8_16S_022_3	ASV_1000_16S_022_3	1	ENV_PO4	0.510817	0.009702	-0.501116	0.202797	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_515_16S_022_3	ASV_1003_16S_022_3	1	ENV_PO4	0.728109	0.059243	-0.668867	0.382617	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
