ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822	abundancesum_small
OTU_1220_18S	309	212	105	355	29	256	0	0	73	45	0	0	33	0	0	0	71	61	0	0	27	91	1667
OTU_1221_18S	50	0	5	36	64	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	221
OTU_1223_18S	611	14	386	260	7	323	0	0	0	0	0	0	25	0	0	0	19	0	0	22	0	0	1667
OTU_1228_18S	232	107	64	247	25	64	0	40	0	0	0	0	28	0	0	0	0	0	0	0	0	0	807
OTU_1230_18S	263	0	40	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321
OTU_1234_18S	0	44	453	0	0	0	0	0	0	0	0	0	0	185	186	12	0	0	0	0	0	0	880
OTU_1235_18S	0	62	363	457	57	63	0	0	28	109	0	52	0	0	0	29	0	0	0	97	0	79	1396
OTU_1241_18S	138	606	0	42	0	851	87	0	24	0	93	0	0	0	0	0	0	0	0	23	179	0	2043
OTU_1248_18S	337	257	0	41	19	393	0	0	0	249	24	0	0	0	0	0	9	11	0	0	40	0	1380
OTU_1250_18S	56	39	0	97	310	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536
OTU_1251_18S	0	0	22	0	0	0	0	0	0	0	0	0	0	224	36	0	0	0	0	0	0	15	297
OTU_1254_18S	32	24	60	650	17	51	0	61	0	0	30	0	0	0	47	49	0	65	30	0	29	32	1177
OTU_1259_18S	0	14	238	17	13	394	0	283	162	0	0	0	41	0	0	0	0	0	0	0	0	0	1162
OTU_1260_18S	139	85	135	2	3	246	92	89	34	0	428	0	0	25	0	3	0	0	0	37	0	0	1318
OTU_1262_18S	92	24	7	148	5	39	0	9	0	0	47	0	0	0	0	0	0	30	0	0	0	14	415
OTU_1269_18S	0	63	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	122	773
OTU_1279_18S	0	0	0	0	0	0	60	97	245	54	0	57	56	0	92	0	0	34	114	0	94	0	903
OTU_1292_18S	166	113	111	805	94	248	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	1627
OTU_1295_18S	78	432	0	55	26	196	0	0	0	0	0	0	0	0	0	0	19	58	0	0	0	36	900
OTU_1289_18S	19	431	25	0	52	501	0	0	179	0	0	18	0	0	31	0	19	15	0	0	21	0	1311
OTU_1297_18S	225	110	0	164	138	54	0	0	0	63	0	0	0	0	0	0	10	0	0	0	0	0	764
OTU_1301_18S	128	196	90	377	208	275	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1291
OTU_1308_18S	926	0	40	0	0	199	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1176
OTU_1309_18S	0	0	0	0	0	95	12	0	0	15	54	70	2	0	0	0	325	53	107	0	0	0	733
OTU_1314_18S	124	39	0	122	15	89	0	0	0	145	195	51	0	0	0	0	144	118	0	0	0	0	1042
OTU_1317_18S	428	331	109	97	0	112	0	0	0	84	0	0	0	15	0	0	0	0	0	0	41	193	1410
OTU_1319_18S	378	0	31	322	0	278	0	0	39	67	0	0	58	0	0	29	0	0	0	30	0	0	1232
OTU_1321_18S	1058	0	9	0	46	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	1543
OTU_1325_18S	67	63	0	0	32	48	0	0	0	25	0	51	0	0	0	0	0	0	0	0	0	57	343
OTU_1328_18S	280	92	156	84	32	29	77	0	95	0	0	26	0	310	0	31	0	66	0	46	12	27	1363
OTU_1330_18S	77	252	0	0	25	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	1047
OTU_1281_18S	0	97	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	32	0	249
OTU_1340_18S	93	49	0	129	0	291	0	0	0	35	0	0	0	0	0	105	0	169	0	0	0	193	1064
OTU_1342_18S	1308	0	0	0	8	61	0	0	0	40	0	85	0	0	0	0	0	0	0	0	0	0	1502
OTU_1349_18S	0	164	60	180	0	198	0	0	195	0	0	0	0	120	0	0	0	0	0	0	0	132	1049
OTU_1352_18S	80	87	73	91	0	318	0	12	24	0	183	0	175	21	0	17	0	0	19	70	30	31	1231
OTU_1354_18S	0	0	0	35	0	0	0	85	118	0	0	0	50	462	0	0	0	0	0	0	0	0	750
OTU_1366_18S	0	83	16	0	0	0	0	32	78	0	0	34	73	156	74	23	21	129	0	238	28	35	1020
OTU_1368_18S	87	0	0	79	597	76	0	0	0	0	0	0	0	0	0	0	33	7	0	0	0	0	879
OTU_1372_18S	343	605	213	75	15	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332
OTU_1374_18S	41	28	49	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193
OTU_1382_18S	68	0	95	205	0	14	13	51	47	0	16	0	0	0	0	64	0	60	0	0	0	0	633
OTU_1383_18S	42	20	18	948	26	26	0	0	0	0	135	0	129	0	0	0	0	34	0	83	0	28	1489
OTU_1387_18S	0	453	271	0	0	0	234	10	0	0	0	232	0	0	0	0	0	0	0	0	0	434	1634
OTU_1392_18S	68	103	0	183	131	65	19	121	17	39	19	23	14	0	89	19	18	36	0	0	44	9	1017
OTU_1396_18S	379	0	0	157	160	67	0	0	0	149	121	0	0	0	0	0	0	107	0	0	0	0	1140
OTU_1400_18S	0	126	0	721	72	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1133
OTU_1403_18S	0	0	0	0	332	0	314	50	6	0	0	0	0	0	6	0	0	0	10	0	0	0	718
OTU_1413_18S	164	58	113	239	37	188	0	0	0	0	52	0	37	0	0	0	0	0	0	0	0	0	888
OTU_1415_18S	437	521	22	52	152	50	0	0	0	57	0	0	0	0	0	0	0	0	0	0	16	0	1307
OTU_1417_18S	19	16	13	42	4	26	0	0	0	94	21	9	0	0	0	0	0	0	0	0	0	0	244
OTU_1420_18S	302	166	8	307	26	163	0	85	0	97	67	13	0	0	0	0	0	7	0	9	25	0	1275
OTU_1435_18S	28	169	10	0	10	503	0	0	0	0	0	36	0	0	0	0	28	0	0	0	0	0	784
OTU_1440_18S	105	0	94	438	0	70	0	0	0	0	0	0	0	0	0	0	0	54	0	125	142	160	1188
OTU_1441_18S	0	0	0	20	0	0	0	26	81	0	10	0	0	0	51	607	0	0	8	0	0	0	803
OTU_1442_18S	0	0	82	240	55	460	0	34	0	0	0	0	33	51	0	0	0	0	0	0	0	0	955
OTU_1447_18S	0	0	90	0	0	0	0	0	0	0	0	0	376	115	0	0	0	0	0	92	73	0	746
OTU_1450_18S	219	62	0	83	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	441
OTU_1456_18S	0	0	0	330	226	0	0	35	125	0	0	0	13	0	0	0	0	0	0	0	40	8	777
OTU_1459_18S	0	129	0	216	152	44	0	0	0	122	0	68	0	0	0	0	0	26	0	0	0	0	757
OTU_1464_18S	328	91	159	80	73	34	0	0	0	36	122	87	47	0	0	0	43	0	0	0	0	0	1100
OTU_1470_18S	189	249	73	0	0	32	0	0	101	0	0	31	14	0	0	0	70	0	0	53	0	0	812
OTU_1473_18S	0	131	54	49	8	145	0	40	0	52	15	0	0	0	0	47	0	0	0	87	29	0	657
OTU_1479_18S	0	0	0	6	0	0	0	27	123	0	0	0	202	152	62	93	0	0	0	0	0	71	736
OTU_1480_18S	397	126	314	164	21	6	0	63	102	0	0	13	21	0	0	0	0	0	26	31	51	40	1375
OTU_1489_18S	190	269	58	0	0	153	0	0	0	53	0	39	0	0	29	0	0	0	0	0	0	0	791
OTU_1491_18S	53	22	0	40	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165
OTU_1496_18S	281	71	79	338	97	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150
OTU_1498_18S	548	695	148	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577
OTU_1500_18S	705	37	0	259	105	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1178
OTU_1505_18S	0	0	0	782	0	0	0	0	46	0	66	0	0	0	24	0	0	107	31	0	0	0	1056
OTU_1510_18S	0	0	0	0	0	12	0	0	0	68	17	0	0	0	0	0	8	0	0	0	0	0	105
OTU_1511_18S	7	40	9	27	19	8	0	20	0	0	0	0	16	0	57	0	0	0	0	0	0	0	203
OTU_1513_18S	0	0	0	138	28	86	0	0	397	0	0	0	0	0	0	0	97	55	0	69	203	0	1073
OTU_1516_18S	0	8	19	41	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	10	0	124
OTU_1524_18S	0	154	9	0	82	112	0	0	0	236	0	23	0	0	156	0	143	0	59	0	0	0	974
OTU_1538_18S	0	154	0	65	0	77	0	46	38	73	40	32	0	0	0	104	0	127	0	0	0	0	756
OTU_1541_18S	0	7	120	343	35	0	0	12	47	0	0	0	468	20	0	0	0	0	0	0	0	0	1052
OTU_1544_18S	0	0	0	0	0	29	0	144	115	0	0	0	0	0	18	49	0	31	0	0	0	51	437
OTU_1545_18S	0	121	65	100	0	0	0	0	41	0	0	0	0	0	12	18	0	0	0	0	0	66	423
OTU_1551_18S	0	0	200	44	0	0	0	0	0	0	0	0	0	116	0	68	0	0	0	40	0	0	468
OTU_1554_18S	98	103	192	0	105	145	25	0	292	0	0	0	0	0	0	0	0	110	0	0	26	63	1159
OTU_1555_18S	158	18	0	0	0	0	0	0	0	0	349	54	0	0	0	0	0	0	60	0	0	0	639
OTU_1556_18S	249	145	17	114	25	228	0	0	34	508	41	32	0	0	0	0	33	0	0	0	0	24	1450
OTU_1563_18S	0	111	30	0	0	1193	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391
OTU_1564_18S	39	419	48	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746
OTU_1565_18S	0	0	0	368	0	0	0	0	0	141	58	29	18	0	0	0	0	0	0	0	0	20	634
OTU_1566_18S	0	0	9	868	0	169	0	0	0	0	24	0	0	0	84	0	0	0	0	0	0	0	1154
OTU_1569_18S	139	137	44	209	0	0	0	0	0	0	52	15	9	0	20	29	9	131	9	0	22	32	857
OTU_1570_18S	0	306	7	188	0	330	0	0	0	27	0	0	9	0	0	0	11	0	0	0	30	0	908
OTU_1579_18S	597	22	11	78	18	0	0	0	0	0	0	19	0	0	0	0	0	0	39	0	61	28	873
OTU_1582_18S	594	161	63	0	0	113	0	0	0	0	70	0	0	0	92	0	0	0	0	0	0	0	1093
OTU_1584_18S	856	53	92	39	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078
OTU_1581_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	90	5	25	0	0	0	0	0	35	155
OTU_1585_18S	0	499	0	243	14	18	0	37	9	29	0	0	0	0	0	0	0	0	0	0	49	0	898
OTU_1595_18S	0	107	260	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	383
OTU_1603_18S	112	209	75	285	63	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012
OTU_1604_18S	0	0	0	58	0	0	0	0	5	0	0	0	822	208	90	0	0	0	0	0	0	10	1193
OTU_1614_18S	0	0	75	0	0	0	0	0	141	0	0	0	0	0	192	292	0	0	0	0	0	0	700
OTU_1616_18S	364	327	78	0	0	89	0	21	0	0	0	0	0	0	0	0	0	0	0	0	50	0	929
OTU_1619_18S	0	0	39	0	0	380	0	0	0	0	93	0	0	50	0	0	0	0	0	14	0	0	576
OTU_1621_18S	330	19	0	0	42	0	0	0	0	12	0	16	0	0	0	0	67	0	0	0	0	0	486
OTU_1622_18S	378	130	52	179	113	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242
OTU_1627_18S	29	88	44	50	27	75	0	0	0	0	12	32	0	0	19	0	0	0	0	0	0	0	376
OTU_1632_18S	223	0	35	0	28	241	0	0	0	104	252	0	0	95	0	0	0	0	0	0	0	0	978
OTU_1635_18S	47	0	0	775	12	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	968
OTU_1639_18S	105	602	369	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196
OTU_1640_18S	0	0	457	40	0	0	0	0	0	0	0	0	22	120	0	0	0	0	0	9	0	36	684
OTU_1643_18S	0	107	0	387	31	172	0	0	0	53	0	20	0	0	0	0	21	20	0	0	99	0	910
OTU_1648_18S	0	94	15	13	22	0	0	23	361	0	0	0	0	0	75	7	0	0	0	0	0	58	668
OTU_1577_18S	4	5	7	2	23	30	0	0	0	0	0	0	0	0	0	33	14	0	0	0	0	4	122
OTU_1651_18S	0	0	0	199	0	0	0	0	51	0	0	0	0	115	0	97	0	0	0	0	0	38	500
OTU_1653_18S	0	0	0	117	0	239	0	31	110	0	0	0	13	19	0	80	0	0	0	0	0	0	609
OTU_1654_18S	264	107	80	57	0	148	137	0	0	0	20	0	21	0	8	0	24	61	0	21	0	61	1009
OTU_1658_18S	47	162	89	14	0	94	0	0	16	0	0	0	37	0	0	0	0	39	0	0	0	0	498
OTU_1660_18S	98	15	0	343	56	79	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	678
OTU_1661_18S	0	0	0	378	0	17	34	0	0	0	66	0	0	26	0	24	0	0	0	0	0	0	545
OTU_1678_18S	62	281	269	0	0	0	0	0	0	0	0	0	74	7	0	0	0	0	0	0	0	0	693
OTU_1681_18S	0	0	13	40	16	0	0	0	70	122	0	0	0	0	0	0	9	0	0	0	0	0	270
OTU_1683_18S	21	0	66	200	32	42	138	0	0	0	0	0	27	25	0	0	22	0	0	0	95	0	668
OTU_1689_18S	131	11	74	25	18	44	37	0	0	86	0	65	0	34	16	0	0	56	0	28	96	23	744
OTU_1693_18S	0	57	380	90	116	9	0	33	0	0	0	19	28	4	0	0	0	0	0	0	0	19	755
OTU_1698_18S	56	46	14	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278
OTU_1701_18S	0	0	7	27	0	156	239	0	0	0	0	22	48	0	0	0	0	0	0	0	0	0	499
OTU_1700_18S	90	52	71	17	0	19	0	0	0	14	0	0	0	26	0	0	0	0	0	0	0	0	289
OTU_1704_18S	0	98	0	148	0	26	0	51	0	0	0	0	0	0	0	48	32	0	0	0	0	0	403
OTU_1711_18S	19	181	78	0	0	146	85	0	144	0	0	0	0	55	23	35	0	0	0	0	0	0	766
OTU_1710_18S	0	215	48	255	73	120	0	0	0	0	95	0	0	0	30	82	0	0	0	0	0	124	1042
OTU_1726_18S	0	170	212	0	0	0	0	0	51	0	16	6	0	0	0	0	45	0	0	0	64	0	564
OTU_1727_18S	11	0	70	8	0	61	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	173
OTU_1729_18S	443	355	43	84	38	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1229
OTU_1735_18S	54	62	0	16	26	83	0	0	197	24	0	0	0	0	0	0	0	0	0	0	0	0	462
OTU_1734_18S	0	22	99	0	0	0	110	0	0	0	169	0	509	0	0	0	0	147	0	23	0	0	1079
OTU_1736_18S	13	13	597	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	232	0	1059
OTU_1741_18S	0	0	126	66	139	59	162	0	0	0	0	53	0	0	56	0	0	37	0	0	61	0	759
OTU_1742_18S	652	229	45	60	0	34	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111
OTU_1744_18S	0	0	46	0	11	20	216	0	0	0	34	0	0	0	0	0	0	13	0	23	23	16	402
OTU_1745_18S	0	0	0	585	0	98	0	0	0	0	0	0	0	0	0	22	0	26	0	0	0	0	731
OTU_1748_18S	399	11	0	45	30	217	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	884
OTU_1709_18S	318	252	29	58	17	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777
OTU_1760_18S	146	0	58	184	0	128	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	580
OTU_1703_18S	112	199	45	125	0	233	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	734
OTU_1764_18S	0	189	52	232	84	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	738
OTU_1768_18S	34	108	82	170	0	0	0	62	49	0	0	0	13	10	203	53	0	0	0	0	0	52	836
OTU_1770_18S	106	0	5	171	96	270	0	0	0	128	23	0	0	0	0	4	0	0	0	0	37	0	840
OTU_1777_18S	0	0	43	0	0	0	0	0	40	0	0	0	0	0	0	337	0	0	0	0	0	183	603
OTU_1740_18S	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	85	13	0	0	0	0	11	153
OTU_1780_18S	0	15	17	324	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	549
OTU_1781_18S	117	329	204	49	0	138	0	0	0	0	0	4	0	0	0	14	0	0	0	0	0	0	855
OTU_1783_18S	172	0	0	156	25	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392
OTU_1784_18S	0	0	155	191	77	39	0	0	0	0	0	18	29	0	0	20	0	0	0	26	20	57	632
OTU_1791_18S	107	68	15	101	41	338	0	15	0	0	0	16	19	0	0	0	0	21	33	0	0	0	774
OTU_1792_18S	231	210	72	0	17	462	0	0	0	0	13	18	0	0	0	0	0	0	0	0	24	0	1047
OTU_1796_18S	88	633	18	0	64	115	0	0	0	0	0	33	0	0	0	0	0	0	0	21	0	0	972
OTU_1803_18S	82	411	3	0	0	280	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	787
OTU_1802_18S	59	0	0	67	0	305	42	368	0	0	282	0	0	0	0	0	0	37	0	60	0	0	1220
OTU_1805_18S	109	0	0	316	400	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033
OTU_1807_18S	0	0	0	25	0	598	0	0	0	0	0	360	0	0	0	0	0	0	37	0	0	0	1020
OTU_1811_18S	0	0	0	5	6	0	0	17	43	57	0	0	0	0	0	12	4	0	0	0	0	0	144
OTU_1812_18S	68	98	33	0	14	233	118	0	0	0	37	0	120	0	0	0	0	0	64	0	26	0	811
OTU_1824_18S	261	19	0	53	66	137	0	0	0	74	35	0	0	0	0	23	18	0	0	0	49	0	735
OTU_1823_18S	10	5	0	11	0	2	82	98	0	0	2	10	0	0	18	7	0	1	0	9	41	0	296
OTU_1830_18S	489	81	0	11	4	174	0	0	0	80	0	0	0	0	0	0	0	0	0	0	62	0	901
OTU_1831_18S	0	62	0	473	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	90	0	689
OTU_1832_18S	0	0	143	166	26	10	0	25	0	39	8	0	60	0	0	77	0	156	22	12	0	0	744
OTU_1833_18S	72	48	0	14	56	42	0	52	0	0	69	50	0	0	0	0	0	43	96	0	0	0	542
OTU_1841_18S	98	8	17	293	8	24	0	0	0	60	0	13	0	0	0	0	0	0	0	0	0	0	521
OTU_1843_18S	426	0	0	116	11	10	0	0	0	62	19	10	0	0	0	0	0	0	0	0	0	0	654
OTU_1848_18S	0	139	281	111	0	0	0	0	0	0	8	56	19	0	0	0	9	0	0	36	0	0	659
OTU_1850_18S	82	36	0	0	0	0	0	0	0	478	0	29	0	0	0	0	0	0	0	0	116	0	741
OTU_1859_18S	282	108	88	65	0	75	0	0	40	0	0	62	56	0	0	0	0	0	0	0	0	0	776
OTU_1869_18S	131	454	114	80	12	82	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	933
OTU_1874_18S	162	66	0	94	302	183	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	1004
OTU_1875_18S	62	82	0	30	14	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267
OTU_1888_18S	0	0	0	0	0	0	0	0	0	238	69	126	0	0	140	16	76	0	0	0	0	0	665
OTU_1895_18S	170	19	11	20	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962
OTU_1910_18S	0	115	14	34	0	0	0	62	104	0	0	0	8	0	0	0	0	0	0	0	0	0	337
OTU_1911_18S	0	0	58	0	0	0	0	0	389	0	0	0	30	38	58	0	0	0	0	0	113	0	686
OTU_1914_18S	25	0	0	757	0	0	0	0	0	36	45	10	0	0	0	0	0	31	0	0	0	0	904
OTU_1922_18S	0	0	0	16	0	0	0	38	60	0	0	0	16	51	94	32	0	0	0	78	0	0	385
OTU_1923_18S	611	41	10	0	0	74	0	13	0	0	0	0	0	0	23	0	0	0	0	0	0	0	772
OTU_1925_18S	231	71	72	0	0	74	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	480
OTU_1931_18S	75	0	0	0	43	0	47	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	190
OTU_1933_18S	122	178	60	44	18	77	0	0	140	0	0	0	0	0	0	0	0	0	0	24	0	0	663
OTU_1942_18S	72	82	0	41	5	129	0	0	0	32	97	130	0	0	0	0	0	13	61	0	0	0	662
OTU_1951_18S	136	0	0	0	0	0	0	0	0	0	172	0	0	0	0	29	84	0	27	0	0	0	448
OTU_1956_18S	0	0	55	100	245	68	0	0	63	0	0	0	0	0	0	0	0	0	0	29	0	0	560
OTU_1965_18S	0	31	75	43	0	194	31	0	0	0	0	18	0	0	0	0	0	59	69	43	0	0	563
OTU_1959_18S	46	15	26	19	7	105	0	19	45	17	0	13	0	0	0	0	0	0	0	0	0	0	312
OTU_1976_18S	0	98	53	0	122	239	0	0	0	0	64	0	0	0	0	0	50	0	0	0	0	0	626
OTU_1982_18S	171	97	58	89	13	45	0	0	0	0	53	86	0	47	0	0	0	0	0	0	0	0	659
OTU_1986_18S	0	40	145	47	0	5	0	0	52	0	0	0	161	86	0	0	0	14	0	67	0	0	617
OTU_1987_18S	0	0	26	0	0	279	0	0	86	45	54	0	0	0	0	0	20	0	31	25	31	0	597
OTU_1989_18S	0	49	132	45	229	66	0	0	0	11	13	169	0	22	0	0	12	0	0	0	0	0	748
OTU_1992_18S	12	0	10	23	41	66	101	0	0	0	0	10	0	0	0	0	0	0	0	0	0	52	315
OTU_2001_18S	133	296	110	115	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798
OTU_2004_18S	0	0	13	416	31	78	0	0	0	0	0	7	0	0	33	0	38	7	0	0	0	0	623
OTU_2008_18S	131	230	56	26	6	250	0	0	0	0	0	0	0	14	0	0	0	0	0	21	0	0	734
OTU_2011_18S	33	187	0	24	0	198	0	0	27	0	0	50	0	0	0	11	0	24	0	0	0	0	554
OTU_2014_18S	0	0	17	0	0	91	0	19	8	0	0	0	12	0	0	0	0	70	0	295	0	0	512
OTU_2015_18S	57	59	50	77	21	0	0	0	0	0	0	0	0	0	0	29	54	11	0	0	0	0	358
OTU_2028_18S	100	169	44	0	0	0	0	0	0	0	0	0	0	14	37	10	0	0	0	0	23	29	426
OTU_2029_18S	80	0	29	16	0	100	0	0	0	0	0	0	0	143	84	42	0	0	0	0	0	0	494
OTU_2043_18S	0	0	6	335	0	163	0	0	16	0	36	0	17	0	0	46	0	0	22	0	21	31	693
OTU_2045_18S	16	273	11	18	0	180	0	0	0	297	61	18	0	0	0	0	0	0	0	0	64	3	941
OTU_2046_18S	0	170	60	130	62	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478
OTU_2052_18S	68	51	0	157	4	15	0	0	0	0	31	26	0	0	0	0	0	0	0	0	0	27	379
OTU_2051_18S	0	0	10	41	0	0	0	0	62	0	0	0	0	38	18	0	0	0	0	0	0	0	169
OTU_2053_18S	25	20	78	299	18	124	0	0	0	0	0	12	22	0	0	0	53	0	5	0	0	22	678
OTU_2067_18S	249	184	30	4	16	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740
OTU_2065_18S	274	0	32	0	8	177	0	0	54	0	0	33	0	0	26	0	0	0	0	0	0	0	604
OTU_2071_18S	159	174	24	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404
OTU_2073_18S	0	39	40	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	336
OTU_2076_18S	89	30	38	109	60	131	0	0	0	73	68	40	28	0	0	0	0	27	0	0	0	0	693
OTU_2079_18S	0	0	0	87	0	0	0	0	160	0	0	0	0	33	54	0	0	0	0	0	0	112	446
OTU_2080_18S	13	0	0	170	206	164	0	0	77	24	0	50	0	0	0	0	0	0	0	0	0	0	704
OTU_2081_18S	38	56	67	0	372	34	0	0	0	0	0	81	0	0	0	0	0	37	0	0	0	0	685
OTU_2082_18S	111	0	24	139	0	206	0	0	48	0	0	0	14	0	0	0	8	0	0	0	0	0	550
OTU_2083_18S	0	37	0	91	0	62	0	0	0	74	0	0	0	0	0	0	0	44	0	0	0	0	308
OTU_2084_18S	0	12	0	304	61	136	32	0	0	0	34	8	0	0	0	0	0	0	0	0	72	138	797
OTU_2089_18S	6	0	39	0	0	260	0	0	92	0	0	0	0	38	39	27	0	0	0	38	0	47	586
OTU_2092_18S	0	0	0	636	67	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	818
OTU_2099_18S	0	0	0	0	78	0	0	0	0	0	0	0	0	124	11	93	0	0	0	0	0	23	329
OTU_2114_18S	606	8	28	0	0	52	0	0	0	0	0	23	0	0	0	10	0	0	0	0	0	0	727
OTU_2130_18S	313	305	166	0	0	56	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	852
OTU_2138_18S	0	3	4	0	0	303	70	0	0	0	460	0	0	48	0	0	0	0	0	20	0	0	908
OTU_2139_18S	73	18	11	298	20	27	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	532
OTU_2141_18S	0	13	115	23	22	33	0	24	59	0	0	0	0	147	20	0	0	0	0	11	0	36	503
OTU_2142_18S	96	199	0	305	26	96	0	0	0	30	0	34	0	0	0	0	0	15	0	0	0	0	801
OTU_2145_18S	0	44	0	395	0	0	0	11	0	0	0	0	0	0	0	107	0	0	0	0	0	0	557
OTU_2151_18S	50	0	27	0	24	273	0	0	0	0	0	32	0	0	0	0	0	47	17	0	0	4	474
OTU_2150_18S	166	0	5	173	0	29	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	397
OTU_2152_18S	158	116	0	60	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417
OTU_2153_18S	0	0	0	78	120	0	0	0	113	0	0	0	15	0	0	56	0	0	0	0	0	0	382
OTU_2154_18S	90	0	0	0	0	29	0	0	0	46	0	0	0	0	0	0	0	68	0	0	55	0	288
OTU_2157_18S	21	0	17	0	0	0	0	0	0	20	94	25	29	0	50	0	55	130	0	139	0	0	580
OTU_2166_18S	0	596	27	62	49	22	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	797
OTU_2169_18S	48	78	121	81	58	87	29	0	0	0	0	0	0	0	0	0	0	0	39	32	0	0	573
OTU_2168_18S	59	0	0	79	0	40	0	0	0	0	167	0	0	0	0	0	0	257	119	0	0	0	721
OTU_2172_18S	126	56	24	465	28	13	0	0	0	0	14	0	11	0	0	0	0	21	0	0	0	0	758
OTU_2177_18S	108	16	14	6	18	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	46	215
OTU_2185_18S	107	0	0	540	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	59	0	800
OTU_2189_18S	0	16	11	310	0	0	0	35	0	0	0	0	15	11	0	0	0	0	0	0	0	0	398
OTU_2184_18S	2	0	32	74	0	20	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	172
OTU_2194_18S	82	65	0	148	10	78	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	421
