ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504	abundancesum_small
ASV_938_16S	0	0	0	0	2	0	0	8	0	25	12	24	7	0	6	6	36	12	14	0	0	16	10	178
ASV_943_16S	0	0	0	0	0	0	0	0	39	0	0	17	17	68	0	0	0	18	42	22	34	0	48	305
ASV_942_16S	21	0	12	0	0	6	0	0	21	15	5	9	14	50	0	0	0	26	33	15	39	34	89	389
ASV_947_16S	0	0	0	0	0	0	6	11	31	10	0	36	27	63	10	10	8	48	38	22	27	0	16	363
ASV_949_16S	0	0	0	0	0	0	0	0	14	0	0	27	14	31	0	8	53	48	34	0	0	0	5	234
ASV_951_16S	0	0	0	0	0	0	0	36	83	18	0	0	22	156	0	0	0	0	76	0	26	0	0	417
ASV_955_16S	0	0	0	0	0	0	0	31	35	11	0	0	17	57	0	0	0	40	61	20	80	51	0	403
ASV_957_16S	0	0	0	0	0	0	0	19	42	7	0	0	9	215	0	0	0	8	28	11	34	25	0	398
ASV_958_16S	0	0	0	0	0	0	0	0	25	0	0	37	53	39	0	0	0	42	0	0	0	0	0	196
ASV_962_16S	0	0	0	0	0	0	0	0	0	0	0	69	0	0	59	60	0	0	0	0	0	0	111	299
ASV_967_16S	0	0	0	0	0	0	0	0	0	0	0	45	30	65	0	0	0	56	0	0	0	0	0	196
ASV_969_16S	0	0	0	0	0	0	0	0	0	65	8	6	5	102	0	0	0	0	0	0	0	0	0	186
ASV_971_16S	0	0	0	0	0	0	0	17	6	0	0	41	14	14	0	0	108	51	15	0	5	0	0	271
ASV_976_16S	0	0	0	0	0	0	0	0	0	15	0	0	13	15	23	21	31	0	79	80	0	0	44	321
ASV_978_16S	0	0	0	0	0	0	0	0	57	0	0	0	30	110	0	0	0	40	65	33	56	0	0	391
ASV_979_16S	0	0	0	0	0	0	0	0	36	0	0	0	0	59	0	0	0	11	31	36	60	11	29	273
ASV_985_16S	0	0	0	0	0	0	0	16	18	9	0	13	52	129	0	0	0	41	21	14	0	0	0	313
ASV_986_16S	0	0	0	0	0	0	0	0	75	0	0	0	0	0	50	31	0	0	0	41	0	0	0	197
ASV_988_16S	0	0	0	0	0	0	0	0	33	28	0	0	0	32	0	0	0	0	15	0	20	0	0	128
ASV_987_16S	0	0	0	0	0	0	0	0	53	0	0	0	0	118	0	0	0	41	84	75	60	0	0	431
ASV_992_16S	0	0	0	0	0	0	14	0	17	29	0	60	0	24	16	18	29	59	121	16	0	0	0	403
ASV_996_16S	0	0	0	0	0	0	0	0	36	0	0	34	0	78	0	0	0	28	34	22	30	19	42	323
ASV_997_16S	0	0	0	0	0	0	0	63	52	8	0	0	8	69	0	0	0	49	46	16	54	42	0	407
ASV_1002_16S	0	0	0	0	0	0	0	62	16	7	0	9	13	41	0	4	4	40	21	9	25	30	0	281
ASV_1012_16S	0	0	0	0	0	0	0	0	0	4	44	79	12	29	0	0	0	14	0	27	13	16	29	267
ASV_1021_16S	0	0	0	43	0	0	0	5	15	33	0	0	0	0	0	0	0	0	0	20	3	23	8	150
ASV_1028_16S	9	0	0	0	0	0	0	0	130	0	0	0	0	161	0	0	0	0	69	0	47	0	0	416
ASV_1029_16S	0	0	0	0	0	0	0	0	8	8	17	34	0	0	14	0	39	6	11	0	0	0	0	137
ASV_1034_16S	32	3	48	14	0	8	10	12	5	10	2	1	3	5	7	6	2	1	3	1	0	14	9	196
ASV_1036_16S	0	0	0	0	0	0	0	0	75	0	0	0	0	62	0	0	0	0	0	83	160	60	0	440
ASV_1037_16S	0	0	0	0	0	0	0	15	28	38	0	0	26	52	0	0	0	8	25	42	55	49	0	338
ASV_1042_16S	0	0	0	0	0	0	0	29	16	0	0	43	0	0	0	0	28	93	63	13	16	0	0	301
ASV_1043_16S	0	0	0	0	0	0	0	0	0	0	0	74	0	43	0	47	48	71	60	0	0	0	0	343
ASV_1044_16S	0	0	0	0	0	0	0	55	43	0	0	8	60	57	0	0	6	82	43	12	0	0	0	366
ASV_1047_16S	0	0	0	0	0	0	0	0	23	0	20	0	0	0	101	0	0	0	0	74	0	0	0	218
ASV_1050_16S	0	0	0	0	0	14	0	0	0	0	23	29	0	0	110	53	11	0	5	0	0	0	8	253
ASV_1049_16S	0	0	0	0	0	0	0	35	27	0	0	0	36	51	0	0	0	66	0	23	30	33	0	301
ASV_1054_16S	0	0	0	22	21	0	0	0	0	0	17	35	0	0	44	29	14	0	0	0	0	0	0	182
ASV_1055_16S	0	0	0	0	0	0	0	0	37	0	0	0	0	111	0	0	0	0	48	0	84	33	0	313
ASV_1057_16S	0	0	0	0	0	0	0	38	15	13	0	3	7	22	45	40	0	4	15	13	51	0	28	294
ASV_1058_16S	0	0	0	0	0	0	0	0	72	0	0	0	0	157	0	0	7	0	46	0	41	0	0	323
ASV_1059_16S	0	0	48	16	31	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142
ASV_1062_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	52	48	41	0	67	268
ASV_1061_16S	0	0	0	0	0	0	0	0	31	0	0	0	0	41	0	0	0	24	40	17	25	28	77	283
ASV_1065_16S	0	0	0	0	0	0	0	0	0	0	29	123	0	7	82	101	0	0	26	0	0	0	0	368
ASV_1071_16S	0	0	0	40	9	0	0	0	0	0	0	0	0	0	27	25	0	0	0	0	0	0	0	101
ASV_1076_16S	0	0	0	0	0	0	0	65	13	8	0	11	0	18	0	0	45	22	12	7	0	0	0	201
ASV_1087_16S	0	0	0	0	0	0	0	4	107	28	0	0	0	21	0	0	0	0	0	0	85	0	0	245
ASV_1088_16S	0	3	0	0	0	33	15	0	0	0	0	0	0	0	1	0	0	0	14	6	12	0	29	113
ASV_1092_16S	0	0	0	0	0	0	0	12	0	41	16	16	17	13	10	0	0	0	0	0	0	9	0	134
ASV_1094_16S	0	0	0	0	0	0	0	6	0	6	0	0	0	17	0	0	25	23	24	27	40	72	37	277
ASV_1097_16S	0	0	0	0	0	7	32	15	12	16	3	23	17	15	35	33	5	16	21	9	9	18	3	289
ASV_1106_16S	0	0	0	0	0	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	29	57	109
ASV_1105_16S	0	0	0	0	0	0	0	22	22	7	0	0	19	36	0	0	0	55	52	4	18	7	0	242
ASV_1108_16S	0	0	0	0	0	0	0	0	24	0	0	0	29	42	0	0	0	68	60	29	11	0	0	263
ASV_1107_16S	0	0	0	0	0	0	0	32	27	0	0	11	6	70	0	0	0	19	47	0	5	7	0	224
ASV_1110_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	49	0	67	0	64	269
ASV_1115_16S	0	0	0	0	0	0	0	0	0	0	106	11	0	0	150	11	0	0	0	0	0	0	16	294
ASV_1117_16S	0	0	0	0	0	0	0	13	31	10	0	0	54	18	0	0	0	0	16	19	19	11	0	191
ASV_1125_16S	0	0	0	0	0	0	0	0	43	0	0	0	46	107	0	0	0	0	18	50	8	0	0	272
ASV_1127_16S	0	0	0	0	0	0	0	83	6	86	6	0	0	0	0	0	0	0	0	0	0	0	0	181
ASV_1136_16S	0	0	0	0	0	0	0	0	33	0	0	0	0	82	0	0	0	37	29	0	36	0	0	217
ASV_1137_16S	0	13	0	9	1	18	2	14	12	19	1	1	11	12	6	4	0	2	4	39	15	3	2	188
ASV_1139_16S	0	0	0	0	0	38	70	0	0	0	0	76	0	0	53	34	0	0	0	0	0	0	0	271
ASV_1143_16S	0	0	0	0	0	50	0	0	0	0	0	24	4	0	0	0	24	32	0	0	0	0	0	134
ASV_1145_16S	0	0	0	0	0	0	15	0	0	0	28	37	0	0	44	0	0	31	0	0	0	0	76	231
ASV_1144_16S	0	0	0	0	0	0	13	0	0	38	0	0	0	0	0	0	0	0	0	0	9	71	4	135
ASV_1146_16S	0	0	0	0	0	0	0	15	29	4	0	0	14	32	0	0	0	61	41	0	18	0	0	214
ASV_1147_16S	0	0	0	0	0	27	62	0	0	0	76	0	0	0	48	36	0	0	0	0	0	0	0	249
ASV_1149_16S	35	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	155	269
ASV_1150_16S	0	0	12	0	9	0	0	0	35	28	0	0	30	8	7	0	0	0	23	22	30	0	23	227
ASV_1153_16S	0	0	0	0	0	7	46	10	7	8	16	48	11	14	45	50	27	4	10	1	1	4	1	310
ASV_1155_16S	0	0	0	0	0	0	0	18	82	14	0	0	0	93	0	0	6	13	57	0	18	14	0	315
ASV_1154_16S	0	0	0	0	0	0	0	10	24	14	0	5	13	96	0	0	0	18	6	5	49	13	0	253
ASV_1158_16S	0	0	0	0	0	0	0	29	5	16	0	15	14	20	0	0	4	71	14	3	0	9	0	200
ASV_1164_16S	18	0	0	0	0	0	0	8	33	12	0	0	18	62	0	0	0	13	31	12	37	8	0	252
ASV_1171_16S	0	0	0	0	0	0	0	13	22	14	0	0	28	61	0	0	0	31	29	0	4	0	0	202
ASV_1173_16S	0	0	0	0	0	0	0	0	33	0	0	0	27	70	0	0	0	0	15	0	25	22	13	205
ASV_1180_16S	0	0	0	0	11	0	27	0	0	0	29	0	0	0	16	109	19	0	0	0	11	39	0	261
ASV_1186_16S	0	0	0	0	0	0	0	22	27	16	0	0	32	33	0	0	0	16	18	14	28	12	16	234
ASV_1189_16S	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	21	155	59	0	13	0	0	260
ASV_1190_16S	0	0	0	0	0	0	0	27	41	0	0	23	25	51	14	8	14	0	0	0	0	0	0	203
ASV_1194_16S	0	0	0	0	0	53	0	17	5	0	0	114	24	6	0	0	0	27	37	18	0	0	0	301
ASV_1201_16S	0	0	0	0	0	0	37	0	0	0	0	29	0	0	88	65	0	0	0	0	0	0	0	219
ASV_1203_16S	0	0	0	0	0	0	0	0	12	0	0	26	0	0	0	0	0	0	50	20	64	37	0	209
ASV_1205_16S	0	0	0	0	0	0	16	0	32	12	0	23	15	28	0	0	0	28	20	0	0	0	54	228
ASV_1210_16S	0	0	0	0	0	0	0	0	50	0	0	0	48	92	0	0	0	0	63	0	50	0	0	303
ASV_1212_16S	5	0	0	0	0	0	0	2	63	15	0	0	0	9	0	0	0	0	0	16	12	31	8	161
ASV_1215_16S	0	0	0	0	0	0	0	50	15	8	0	0	0	6	0	0	0	18	28	0	0	0	0	125
ASV_1223_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	164	48	48	0	0	0	315
ASV_1227_16S	0	0	0	0	0	0	0	23	0	3	0	135	3	0	0	0	0	0	7	5	16	0	0	192
ASV_1229_16S	0	0	0	0	0	0	0	22	43	14	0	0	29	112	0	0	0	6	20	0	4	4	0	254
ASV_1233_16S	0	0	0	0	0	0	0	110	43	13	0	0	14	47	0	0	0	15	38	8	4	0	0	292
ASV_1235_16S	0	0	0	0	0	0	0	0	36	45	0	0	32	94	0	0	0	0	53	0	0	0	0	260
ASV_1243_16S	12	0	47	5	29	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126
ASV_1244_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	39	31	84	192
ASV_1250_16S	0	0	0	0	0	0	0	28	17	40	0	0	7	14	0	5	0	0	22	8	13	45	7	206
ASV_1254_16S	0	0	0	0	0	0	28	0	0	10	0	48	0	0	18	22	21	0	0	13	0	0	0	160
ASV_1257_16S	0	0	0	0	0	0	0	17	36	37	2	14	0	0	0	0	0	0	5	0	0	15	0	126
ASV_1258_16S	0	0	0	0	0	0	0	0	15	0	0	38	43	50	0	0	0	0	15	0	0	0	0	161
ASV_1265_16S	0	0	0	0	0	0	0	0	0	0	0	0	59	64	0	0	0	0	41	93	84	0	0	341
ASV_1270_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	42	55	63	0	0	242
ASV_1269_16S	0	0	0	0	0	0	0	19	11	46	0	27	0	33	0	0	23	20	27	0	23	25	18	272
ASV_1274_16S	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	24	0	26	9	81	163
ASV_1287_16S	0	0	0	0	0	0	0	4	24	0	0	0	7	70	0	0	0	0	19	0	16	11	0	151
ASV_1289_16S	0	0	0	0	0	0	0	80	32	0	0	11	0	35	0	0	0	0	28	0	23	0	0	209
ASV_1294_16S	0	0	0	0	0	0	90	18	0	23	10	2	0	0	0	0	0	0	0	0	0	0	0	143
ASV_1303_16S	0	0	0	0	0	0	0	42	12	38	0	0	5	20	7	2	0	0	12	8	6	30	68	250
ASV_1307_16S	0	0	0	0	0	0	0	0	0	0	0	0	39	23	0	0	0	0	32	57	40	0	0	191
ASV_1305_16S	37	5	23	46	12	29	8	0	0	1	0	1	7	2	0	2	9	4	3	0	2	3	2	196
ASV_1310_16S	0	0	0	0	0	0	0	0	47	0	0	0	0	139	0	0	0	0	53	36	0	0	0	275
ASV_1317_16S	0	0	0	0	0	0	0	11	20	0	0	0	0	14	0	0	0	8	24	65	61	12	0	215
ASV_1320_16S	0	0	0	0	0	0	0	116	22	7	0	5	6	21	0	0	0	12	14	8	4	0	0	215
ASV_1322_16S	0	0	0	0	0	0	0	0	35	36	8	0	0	0	0	0	0	0	0	0	0	18	12	109
ASV_1328_16S	0	0	0	0	0	0	0	0	0	0	23	108	0	10	0	6	4	0	0	0	0	0	0	151
ASV_1331_16S	0	0	0	0	0	0	0	40	29	0	0	0	0	62	0	0	0	30	63	0	51	0	0	275
ASV_1332_16S	0	0	0	0	0	0	0	5	38	50	5	12	0	0	0	0	0	0	0	0	0	14	13	137
ASV_1335_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	27	38	228	0	304
ASV_1344_16S	0	0	0	0	0	0	0	0	0	18	7	0	48	51	0	0	0	25	0	0	0	19	46	214
ASV_1348_16S	0	0	0	0	0	0	0	0	66	0	0	0	0	128	0	0	0	0	36	0	41	0	0	271
ASV_1353_16S	0	0	0	0	0	0	0	16	28	21	0	14	0	26	0	0	0	0	31	0	28	27	0	191
ASV_1362_16S	0	0	0	0	0	0	0	0	0	0	0	45	24	30	0	0	0	47	52	0	0	0	0	198
ASV_1361_16S	0	0	0	0	0	0	0	32	56	14	0	0	0	18	0	0	0	16	43	14	30	23	0	246
ASV_1367_16S	0	0	0	0	0	0	0	0	37	0	0	0	13	71	0	0	5	17	43	13	26	2	0	227
ASV_1366_16S	0	0	0	0	0	0	0	15	36	37	0	0	0	86	0	0	0	5	0	0	7	0	0	186
ASV_1374_16S	0	0	0	0	0	0	0	21	24	38	0	0	13	9	0	12	0	0	8	12	25	41	0	203
ASV_1375_16S	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	82	52	0	13	155
ASV_1379_16S	8	7	0	1	58	11	8	26	0	1	36	0	0	0	0	1	0	0	0	0	1	0	0	158
ASV_1380_16S	6	0	0	0	0	0	0	0	22	8	0	4	11	29	0	0	5	17	37	12	0	0	0	151
ASV_1382_16S	0	0	0	0	0	53	56	0	0	0	0	85	0	0	24	26	0	0	0	0	0	0	0	244
ASV_1387_16S	0	0	0	0	8	0	0	0	0	86	0	56	21	0	0	0	4	0	0	7	0	0	0	182
ASV_1396_16S	0	0	7	0	0	0	0	8	35	0	0	8	7	33	0	0	0	10	2	6	2	0	11	129
ASV_1397_16S	0	0	0	0	0	0	0	22	21	125	0	0	0	0	0	0	0	0	0	0	0	0	4	172
ASV_1394_16S	0	0	0	0	0	0	0	0	48	0	0	0	0	54	0	0	0	7	57	0	6	0	0	172
ASV_1401_16S	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	33	31	13	0	0	0	0	124
ASV_1406_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	76	50	59	0	0	236
ASV_1407_16S	0	0	0	0	0	0	0	49	29	40	0	0	0	23	0	0	0	0	26	0	36	0	0	203
ASV_1411_16S	0	0	0	0	0	0	0	35	36	0	0	0	0	115	0	0	0	18	0	8	13	7	0	232
ASV_1415_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	54	0	0	21	0	0	9	109
ASV_1418_16S	0	0	0	0	0	0	0	6	12	0	0	24	23	0	0	0	0	16	17	12	17	0	25	152
ASV_1420_16S	5	0	10	0	6	104	8	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	138
ASV_1426_16S	0	0	0	0	0	0	0	7	8	52	16	34	12	10	15	0	0	0	3	2	0	1	1	161
ASV_1429_16S	0	0	10	55	19	0	11	0	7	0	18	0	0	0	11	14	19	0	6	0	0	0	2	172
ASV_1439_16S	0	0	0	0	0	0	0	8	22	12	0	0	0	13	0	0	0	0	28	11	23	0	0	117
ASV_1443_16S	0	0	0	0	0	0	0	0	30	7	0	0	11	31	0	0	0	26	22	5	24	32	0	188
ASV_1442_16S	0	0	4	0	0	3	0	0	20	22	0	0	0	40	0	0	0	2	45	29	25	0	6	196
ASV_1446_16S	4	0	0	0	0	0	0	0	14	2	32	25	1	1	30	30	10	10	1	2	8	8	6	184
ASV_1458_16S	0	0	0	0	0	0	0	62	22	17	0	0	0	29	0	0	0	27	28	0	0	0	0	185
ASV_1459_16S	0	0	0	0	0	0	0	0	0	0	0	20	14	64	0	0	0	0	10	0	0	0	0	108
ASV_1481_16S	0	0	0	0	0	0	0	28	0	9	0	38	69	0	0	0	16	0	38	0	0	0	0	198
ASV_1482_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	29	21	29	0	0	0	18	120
ASV_1489_16S	0	120	0	0	0	0	0	0	2	17	0	0	0	0	4	0	0	3	7	7	3	2	0	165
ASV_1491_16S	0	0	0	0	0	0	0	49	22	0	0	0	19	0	0	0	0	26	38	0	9	5	0	168
ASV_1490_16S	0	0	0	0	0	0	0	0	16	5	0	0	0	6	0	0	5	14	31	12	41	0	8	138
ASV_1498_16S	0	0	0	0	0	0	0	8	21	9	0	0	0	27	2	0	6	17	33	9	27	22	3	184
ASV_1508_16S	0	0	0	0	0	0	0	19	38	0	0	0	0	93	0	0	0	11	0	0	32	0	0	193
ASV_1507_16S	0	0	0	0	0	0	0	9	31	5	0	0	19	78	0	0	0	7	7	6	5	0	0	167
ASV_1516_16S	0	0	0	0	0	0	0	0	52	5	0	0	0	72	0	0	0	0	35	0	15	0	0	179
ASV_1521_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	32	95	76	0	250
ASV_1523_16S	0	0	0	0	0	0	63	0	0	0	18	54	0	0	58	38	0	0	0	0	0	0	0	231
ASV_1534_16S	0	0	0	0	0	0	0	0	6	0	0	0	23	34	33	0	0	0	16	0	23	0	24	159
ASV_1543_16S	0	0	0	0	0	0	0	40	12	14	0	0	0	25	0	0	0	0	12	0	0	0	0	103
ASV_1541_16S	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	21	30	47	0	0	104
ASV_1551_16S	0	0	0	0	0	0	0	46	29	45	0	0	0	32	0	0	0	11	31	0	0	0	0	194
ASV_1556_16S	0	0	0	0	0	0	0	14	24	8	0	0	12	55	0	0	0	18	39	0	0	0	0	170
ASV_1560_16S	0	0	0	0	0	0	0	0	23	0	0	0	0	67	0	0	0	12	17	13	32	13	9	186
ASV_1561_16S	0	0	0	0	0	0	0	0	14	0	0	0	0	85	0	0	0	16	26	10	20	0	0	171
ASV_1563_16S	0	0	0	0	0	0	0	25	16	0	0	0	0	19	0	0	0	35	50	13	36	0	0	194
ASV_1566_16S	0	0	0	0	0	0	0	0	39	0	0	0	25	0	0	0	29	76	35	26	0	0	0	230
ASV_1565_16S	0	0	0	0	0	0	0	23	31	21	0	0	15	24	0	0	0	14	30	0	8	0	0	166
ASV_1569_16S	0	0	0	0	0	0	0	23	17	16	0	40	0	0	0	0	12	0	0	0	0	0	0	108
ASV_1571_16S	0	0	0	0	0	0	0	13	34	4	0	0	12	60	0	0	0	4	20	0	8	0	0	155
ASV_1576_16S	0	0	0	0	0	0	0	0	32	0	0	0	23	27	8	0	0	0	17	0	8	0	0	115
ASV_1577_16S	0	0	0	0	0	0	0	0	29	0	0	0	0	51	0	0	0	6	34	16	22	0	0	158
ASV_1578_16S	0	0	0	0	0	0	0	0	0	0	0	18	0	32	0	0	0	32	0	0	0	0	54	136
ASV_1581_16S	0	0	0	0	0	0	0	0	13	14	0	0	12	84	0	0	0	0	20	0	10	0	0	153
ASV_1584_16S	0	0	0	28	56	18	7	0	0	0	6	11	0	0	14	0	0	0	0	0	0	0	0	140
ASV_1587_16S	0	0	0	0	0	0	0	0	0	12	0	16	0	0	13	29	0	23	15	0	0	0	18	126
ASV_1589_16S	0	0	0	0	0	0	0	0	35	0	0	0	0	21	0	0	0	0	17	0	43	19	0	135
ASV_1593_16S	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	48	32	0	8	0	0	124
ASV_1633_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	18	15	0	14	0	39	110
ASV_1631_16S	0	0	0	0	0	0	0	64	40	0	0	0	42	26	0	0	0	0	0	0	0	0	0	172
ASV_1632_16S	0	0	0	0	0	0	0	20	25	0	0	0	0	27	0	0	0	7	22	28	0	0	0	129
ASV_1636_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	24	0	89	0	0	15	8	163
ASV_1645_16S	0	0	0	0	0	0	0	0	0	0	0	8	9	39	0	0	0	47	26	0	0	0	0	129
ASV_1644_16S	0	0	0	0	0	0	0	0	18	0	0	0	0	68	0	0	0	23	46	0	0	0	0	155
ASV_1643_16S	0	0	0	0	0	0	0	0	0	0	16	7	0	21	13	27	0	7	12	0	9	12	13	137
ASV_1648_16S	0	0	0	0	0	0	0	5	11	0	0	0	18	34	0	0	0	25	22	0	0	0	0	115
ASV_1657_16S	0	0	0	0	0	0	0	0	0	0	0	47	0	0	40	39	0	50	0	0	0	0	36	212
ASV_1658_16S	0	0	0	0	0	0	0	87	0	21	0	0	0	0	0	0	0	31	18	0	21	0	0	178
ASV_1676_16S	0	0	0	0	0	0	0	5	22	0	0	0	44	15	0	0	0	0	0	0	65	6	0	157
ASV_1687_16S	0	0	0	0	0	24	0	0	0	0	11	36	10	10	13	16	0	54	17	0	0	0	0	191
ASV_1686_16S	0	0	0	0	0	0	0	0	3	0	0	8	18	34	0	0	0	0	36	0	8	0	0	107
ASV_1693_16S	0	0	0	19	45	0	31	0	0	0	0	39	0	0	50	21	0	0	0	0	0	0	0	205
ASV_1697_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	38	15	43	46	0	179
ASV_1695_16S	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	32	18	0	0	20	28	133
ASV_1696_16S	0	0	0	0	0	0	0	0	35	0	0	58	0	27	0	0	0	31	14	0	0	0	0	165
ASV_1706_16S	0	0	0	0	0	0	0	23	15	4	0	7	9	31	0	0	0	26	13	0	0	0	0	128
ASV_1707_16S	0	0	0	0	0	0	0	0	15	0	0	0	54	64	0	0	0	0	18	0	12	0	0	163
ASV_1705_16S	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	44	22	8	16	0	0	105
ASV_1716_16S	0	0	0	0	0	0	0	0	20	0	0	0	16	49	0	0	0	0	45	0	22	0	0	152
ASV_1720_16S	0	0	0	0	0	0	0	0	15	0	0	0	25	43	0	0	0	8	30	0	0	0	0	121
ASV_1728_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	3	18	2	4	47	40	32	161
ASV_1727_16S	0	0	0	0	0	0	0	29	0	40	0	5	0	0	33	0	14	7	0	0	0	0	0	128
ASV_1732_16S	0	0	0	0	0	26	6	0	15	9	0	13	0	5	1	5	13	11	12	0	0	0	0	116
ASV_1734_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	25	43	24	0	0	0	0	121
ASV_1748_16S	0	0	0	0	0	0	0	0	10	0	0	0	5	46	0	0	0	0	19	15	22	0	0	117
ASV_1747_16S	0	0	0	0	0	0	0	0	24	0	0	0	25	52	0	0	0	0	42	0	0	0	0	143
ASV_1753_16S	0	0	3	33	2	1	4	0	0	0	0	2	0	0	6	2	0	0	0	0	0	35	57	145
ASV_1759_16S	0	0	0	0	0	0	0	7	41	0	0	0	0	0	0	0	0	0	0	13	44	0	0	105
ASV_1769_16S	0	0	0	0	0	0	0	0	20	24	0	0	11	0	0	0	0	18	0	13	23	31	0	140
ASV_1774_16S	0	0	0	0	0	0	0	0	36	0	0	0	0	26	0	0	0	0	49	0	13	0	0	124
ASV_1777_16S	0	0	0	0	0	0	0	0	33	0	0	0	0	45	0	0	0	0	21	26	26	13	0	164
ASV_1781_16S	0	0	0	0	0	0	0	0	9	4	0	0	4	20	0	0	0	0	29	8	20	8	0	102
ASV_1795_16S	0	0	0	0	0	0	0	25	0	10	0	21	0	23	0	0	0	17	17	0	0	0	0	113
ASV_1804_16S	0	0	0	0	0	0	0	0	29	0	0	0	21	0	12	0	0	0	17	18	26	0	4	127
ASV_1801_16S	0	0	4	0	0	0	0	0	0	0	5	32	0	0	11	11	19	34	20	0	0	0	25	161
ASV_1820_16S	0	0	0	0	0	0	8	0	0	0	32	17	0	0	16	31	0	0	0	0	0	0	0	104
ASV_1825_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	13	17	27	0	30	0	0	102
ASV_1851_16S	0	0	0	0	0	0	0	0	0	0	0	70	9	0	0	26	11	0	11	0	0	0	0	127
ASV_1858_16S	0	0	0	0	0	0	0	0	24	0	0	0	0	70	0	0	0	22	29	0	0	0	0	145
ASV_1855_16S	0	0	0	0	0	0	0	37	25	26	0	0	0	34	0	0	0	21	1	0	1	0	0	145
ASV_1869_16S	0	0	0	0	0	0	0	0	15	0	0	0	0	66	0	0	0	0	25	0	20	0	0	126
ASV_1881_16S	0	0	0	0	0	0	0	0	13	0	0	0	0	29	0	0	0	3	10	7	12	1	26	101
ASV_1894_16S	0	0	0	0	0	0	0	0	26	0	0	0	16	41	0	0	0	8	17	0	13	9	0	130
ASV_1921_16S	0	0	0	0	0	0	0	12	23	0	0	0	5	12	0	0	0	24	32	0	8	0	0	116
ASV_1930_16S	0	0	0	0	0	0	0	0	20	0	0	0	0	24	0	0	0	9	16	15	23	0	0	107
ASV_1934_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	7	19	27	0	29	104
ASV_1949_16S	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	6	0	0	12	0	0	122	155
ASV_1971_16S	0	0	0	0	0	0	0	0	27	10	0	0	0	11	2	0	17	16	8	13	13	7	0	124
ASV_1986_16S	0	0	0	0	0	0	0	11	0	0	0	0	11	48	0	0	0	0	38	21	28	0	0	157
ASV_1994_16S	0	0	0	0	0	0	0	102	0	0	0	0	6	0	0	0	0	14	19	11	14	0	0	166
ASV_1999_16S	0	0	0	0	0	0	0	35	32	23	0	0	0	48	0	0	0	0	0	0	0	0	0	138
ASV_2010_16S	0	0	0	0	0	0	0	0	0	0	29	69	0	0	0	9	0	0	0	8	0	0	0	115
ASV_2009_16S	0	0	0	0	0	0	0	22	44	0	0	0	0	19	0	0	0	0	22	8	0	0	0	115
ASV_2014_16S	0	0	0	0	0	0	0	0	20	0	0	19	0	34	0	15	0	13	0	0	0	0	0	101
ASV_2023_16S	0	0	0	0	0	0	0	17	7	15	0	0	0	23	0	0	0	11	50	0	0	0	0	123
ASV_2030_16S	0	0	0	0	0	0	0	9	0	0	0	17	14	21	0	0	0	11	13	0	0	16	0	101
